Gene stable ID,Gene name,Human gene name,Human homology type
ENSMFAG00000047485,RND2,RND2,ortholog_one2one
ENSMFAG00000054644,,,
ENSMFAG00000021068,U3,,
ENSMFAG00000065689,Metazoa_SRP,,
ENSMFAG00000033118,ASPN,ASPN,ortholog_one2one
ENSMFAG00000022241,,,
ENSMFAG00000055419,,,
ENSMFAG00000044378,CCDC85A,CCDC85A,ortholog_one2one
ENSMFAG00000003762,CBX5,CBX5,ortholog_one2one
ENSMFAG00000011571,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000032285,SPATA6L,SPATA6L,ortholog_one2one
ENSMFAG00000007899,Metazoa_SRP,RN7SL390P,ortholog_one2one
ENSMFAG00000036401,RAB11FIP4,RAB11FIP4,ortholog_one2one
ENSMFAG00000050676,,,
ENSMFAG00000025800,FBP2,FBP2,ortholog_one2one
ENSMFAG00000039218,ANAPC2,ANAPC2,ortholog_one2one
ENSMFAG00000038876,NPR2,NPR2,ortholog_one2one
ENSMFAG00000024874,SMG8,SMG8,ortholog_one2one
ENSMFAG00000000325,,,
ENSMFAG00000002210,UBE2G1,UBE2G1,ortholog_one2one
ENSMFAG00000034111,ECM2,ECM2,ortholog_one2one
ENSMFAG00000031561,HNRNPA1,,
ENSMFAG00000000572,PRR11,PRR11,ortholog_one2one
ENSMFAG00000050710,,,
ENSMFAG00000038101,PRPSAP2,PRPSAP2,ortholog_one2one
ENSMFAG00000015718,MIR216B,MIR216B,ortholog_one2one
ENSMFAG00000037356,TMEM210,TMEM210,ortholog_one2one
ENSMFAG00000061544,,,
ENSMFAG00000045548,TEKT4,MAFIP,ortholog_one2many
ENSMFAG00000045548,TEKT4,TEKT4,ortholog_one2many
ENSMFAG00000014023,Metazoa_SRP,RN7SL79P,ortholog_one2one
ENSMFAG00000005178,MIR216A,MIR216A,ortholog_one2one
ENSMFAG00000062500,,,
ENSMFAG00000064567,,,
ENSMFAG00000051432,U3,,
ENSMFAG00000009143,Metazoa_SRP,RN7SL45P,ortholog_one2one
ENSMFAG00000040908,MIR217,MIR217,ortholog_one2one
ENSMFAG00000044203,NFE2,NFE2,ortholog_one2one
ENSMFAG00000040585,SKA2,SKA2,ortholog_one2one
ENSMFAG00000059441,LRRC26,LRRC26,ortholog_one2one
ENSMFAG00000047794,Metazoa_SRP,,
ENSMFAG00000055642,,,
ENSMFAG00000006075,U6,RNU6-1312P,ortholog_one2one
ENSMFAG00000047784,,,
ENSMFAG00000051038,U2,RNU2-12P,ortholog_one2many
ENSMFAG00000038925,,,
ENSMFAG00000043956,BRCA1,BRCA1,ortholog_one2one
ENSMFAG00000028614,,,
ENSMFAG00000039542,PCSK5,PCSK5,ortholog_one2one
ENSMFAG00000059716,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000042193,RGP1,RGP1,ortholog_one2one
ENSMFAG00000007199,MIR193A,MIR193A,ortholog_one2one
ENSMFAG00000064602,Metazoa_SRP,,
ENSMFAG00000003738,IPPK,IPPK,ortholog_one2one
ENSMFAG00000023546,Metazoa_SRP,RN7SL201P,ortholog_one2one
ENSMFAG00000014582,MIR301A,MIR301A,ortholog_one2one
ENSMFAG00000029607,SPNS3,SPNS3,ortholog_one2one
ENSMFAG00000022845,,,
ENSMFAG00000054402,,,
ENSMFAG00000058688,,,
ENSMFAG00000011397,MIR454,MIR454,ortholog_one2one
ENSMFAG00000014917,MIR365B,MIR365B,ortholog_one2one
ENSMFAG00000038299,MSMP,MSMP,ortholog_one2one
ENSMFAG00000038163,SLC1A1,SLC1A1,ortholog_one2one
ENSMFAG00000017753,U2,RNU2-58P,ortholog_one2one
ENSMFAG00000060620,,,
ENSMFAG00000002430,,,
ENSMFAG00000013946,U6,,
ENSMFAG00000037688,GALNT12,GALNT12,ortholog_one2one
ENSMFAG00000044235,EFEMP1,EFEMP1,ortholog_one2one
ENSMFAG00000060553,,,
ENSMFAG00000064943,,,
ENSMFAG00000043676,,,
ENSMFAG00000002137,ETS1,ETS1,ortholog_one2one
ENSMFAG00000033201,KRT39,KRT39,ortholog_one2one
ENSMFAG00000063616,,,
ENSMFAG00000045671,GBA2,GBA2,ortholog_one2one
ENSMFAG00000048901,DOC2B,DOC2B,ortholog_one2one
ENSMFAG00000052673,Metazoa_SRP,,
ENSMFAG00000052202,,,
ENSMFAG00000010838,U6,RNU6-694P,ortholog_one2one
ENSMFAG00000030359,COPRS,COPRS,ortholog_one2one
ENSMFAG00000047331,,,
ENSMFAG00000051706,Metazoa_SRP,,
ENSMFAG00000045686,COPZ1,COPZ1,ortholog_one2one
ENSMFAG00000044976,KRT40,KRT40,ortholog_one2one
ENSMFAG00000059453,,,
ENSMFAG00000054175,Metazoa_SRP,,
ENSMFAG00000030908,,GLIS3,ortholog_one2one
ENSMFAG00000030914,GRIN1,GRIN1,ortholog_one2one
ENSMFAG00000044871,CREB3,CREB3,ortholog_one2one
ENSMFAG00000058693,,,
ENSMFAG00000038838,PLCL1,PLCL1,ortholog_one2one
ENSMFAG00000003995,CTNNA2,CTNNA2,ortholog_one2one
ENSMFAG00000062672,Metazoa_SRP,,
ENSMFAG00000031706,ANKS6,ANKS6,ortholog_one2one
ENSMFAG00000016416,LIAT1,LIAT1,ortholog_one2one
ENSMFAG00000046213,KRTAP1-5,KRTAP1-5,ortholog_one2one
ENSMFAG00000003061,SLC5A10,SLC5A10,ortholog_one2one
ENSMFAG00000049557,,,
ENSMFAG00000048240,,,
ENSMFAG00000001642,KRTAP1-4,KRTAP1-4,ortholog_one2one
ENSMFAG00000064361,,RPH3AL,ortholog_one2one
ENSMFAG00000052388,,,
ENSMFAG00000057945,,,
ENSMFAG00000001927,PNPT1,PNPT1,ortholog_one2one
ENSMFAG00000036831,,KRTAP1-3,ortholog_one2many
ENSMFAG00000036831,,KRTAP1-1,ortholog_one2many
ENSMFAG00000062791,,,
ENSMFAG00000058947,,,
ENSMFAG00000041860,MYBBP1A,MYBBP1A,ortholog_one2one
ENSMFAG00000056804,,,
ENSMFAG00000038842,UTP6,UTP6,ortholog_one2one
ENSMFAG00000051600,,,
ENSMFAG00000040610,,BICD2,ortholog_one2one
ENSMFAG00000060190,,,
ENSMFAG00000057680,RFLNB,RFLNB,ortholog_one2one
ENSMFAG00000051497,,KRTAP2-2,ortholog_one2many
ENSMFAG00000051497,,KRTAP2-3,ortholog_one2many
ENSMFAG00000051497,,KRTAP2-1,ortholog_one2many
ENSMFAG00000051497,,KRTAP2-4,ortholog_one2many
ENSMFAG00000049834,,,
ENSMFAG00000038070,TRIM37,TRIM37,ortholog_one2one
ENSMFAG00000062990,,,
ENSMFAG00000061655,Metazoa_SRP,,
ENSMFAG00000057789,Metazoa_SRP,,
ENSMFAG00000049387,IKZF2,IKZF2,ortholog_one2one
ENSMFAG00000061976,Metazoa_SRP,,
ENSMFAG00000012395,U7,,
ENSMFAG00000048530,,,
ENSMFAG00000017819,,,
ENSMFAG00000038003,MPP4,MPP4,ortholog_one2one
ENSMFAG00000015337,,,
ENSMFAG00000012092,U7,,
ENSMFAG00000062957,,,
ENSMFAG00000058067,,,
ENSMFAG00000064744,,,
ENSMFAG00000047923,GGT6,GGT6,ortholog_one2one
ENSMFAG00000058127,,,
ENSMFAG00000043244,TLN1,TLN1,ortholog_one2one
ENSMFAG00000040184,FLI1,FLI1,ortholog_one2one
ENSMFAG00000000596,KRTAP4-12,KRTAP4-12,ortholog_one2one
ENSMFAG00000053828,Metazoa_SRP,,
ENSMFAG00000042297,CRB2,CRB2,ortholog_one2one
ENSMFAG00000051991,Metazoa_SRP,,
ENSMFAG00000028572,,KRTAP4-8,ortholog_one2many
ENSMFAG00000028572,,KRTAP4-11,ortholog_one2many
ENSMFAG00000028572,,KRTAP4-9,ortholog_one2many
ENSMFAG00000044343,RFK,RFK,ortholog_one2one
ENSMFAG00000042106,GABBR2,GABBR2,ortholog_one2one
ENSMFAG00000023843,U7,RNU7-147P,ortholog_one2one
ENSMFAG00000063108,U6,RNU6-950P,ortholog_one2one
ENSMFAG00000001301,NBR1,NBR1,ortholog_one2one
ENSMFAG00000023385,LRRTM1,LRRTM1,ortholog_one2one
ENSMFAG00000002460,KRTAP4-6,KRTAP4-6,ortholog_one2one
ENSMFAG00000032547,SMTNL2,SMTNL2,ortholog_one2one
ENSMFAG00000008944,MIR148B,MIR148B,ortholog_one2one
ENSMFAG00000002491,FGD3,FGD3,ortholog_one2one
ENSMFAG00000044024,,,
ENSMFAG00000037701,PPP4R3B,PPP4R3B,ortholog_one2one
ENSMFAG00000048667,Metazoa_SRP,Metazoa_SRP,ortholog_one2one
ENSMFAG00000034680,,KRTAP9-1,ortholog_many2many
ENSMFAG00000012910,Metazoa_SRP,,
ENSMFAG00000054802,,,
ENSMFAG00000054309,,,
ENSMFAG00000000237,RFX3,RFX3,ortholog_one2one
ENSMFAG00000002507,VPS53,VPS53,ortholog_one2one
ENSMFAG00000002646,CRYBA1,CRYBA1,ortholog_one2one
ENSMFAG00000057131,,,
ENSMFAG00000053909,,,
ENSMFAG00000040091,SUZ12,SUZ12,ortholog_one2one
ENSMFAG00000030281,GPR84,GPR84,ortholog_one2one
ENSMFAG00000035983,SATB2,SATB2,ortholog_one2one
ENSMFAG00000040351,,,
ENSMFAG00000023079,GCNT1,GCNT1,ortholog_one2one
ENSMFAG00000044301,FAM83G,FAM83G,ortholog_one2one
ENSMFAG00000049829,,,
ENSMFAG00000056046,Metazoa_SRP,,
ENSMFAG00000054134,,,
ENSMFAG00000044793,KCNJ1,KCNJ1,ortholog_one2one
ENSMFAG00000050659,,,
ENSMFAG00000058858,,KRTAP9-8,ortholog_many2many
ENSMFAG00000058858,,KRTAP9-2,ortholog_many2many
ENSMFAG00000058858,,KRTAP9-6,ortholog_many2many
ENSMFAG00000058858,,KRTAP9-3,ortholog_many2many
ENSMFAG00000058858,,KRTAP9-4,ortholog_many2many
ENSMFAG00000058858,,KRTAP9-9,ortholog_many2many
ENSMFAG00000058858,,KRTAP9-7,ortholog_many2many
ENSMFAG00000064318,,,
ENSMFAG00000033298,GRAP,GRAP,ortholog_one2one
ENSMFAG00000019995,U7,,
ENSMFAG00000055231,,KRTAP9-8,ortholog_many2many
ENSMFAG00000055231,,KRTAP9-2,ortholog_many2many
ENSMFAG00000055231,,KRTAP9-6,ortholog_many2many
ENSMFAG00000055231,,KRTAP9-3,ortholog_many2many
ENSMFAG00000055231,,KRTAP9-4,ortholog_many2many
ENSMFAG00000055231,,KRTAP9-9,ortholog_many2many
ENSMFAG00000055231,,KRTAP9-7,ortholog_many2many
ENSMFAG00000040845,NUFIP2,NUFIP2,ortholog_one2one
ENSMFAG00000047561,U3,,
ENSMFAG00000057168,,,
ENSMFAG00000045049,ALOX15,ALOX15,ortholog_one2one
ENSMFAG00000042192,ZNF385A,ZNF385A,ortholog_one2one
ENSMFAG00000041999,KCNJ5,KCNJ5,ortholog_one2one
ENSMFAG00000033949,REG3A,REG3A,ortholog_one2one
ENSMFAG00000061974,Metazoa_SRP,,
ENSMFAG00000036303,SPAG16,SPAG16,ortholog_one2one
ENSMFAG00000059438,U3,SNORD3D,ortholog_one2many
ENSMFAG00000048758,Metazoa_SRP,,
ENSMFAG00000009220,,SNORD3D,ortholog_one2one
ENSMFAG00000059879,Metazoa_SRP,,
ENSMFAG00000062021,,KRTAP9-8,ortholog_many2many
ENSMFAG00000062021,,KRTAP9-2,ortholog_many2many
ENSMFAG00000062021,,KRTAP9-6,ortholog_many2many
ENSMFAG00000062021,,KRTAP9-3,ortholog_many2many
ENSMFAG00000062021,,KRTAP9-4,ortholog_many2many
ENSMFAG00000062021,,KRTAP9-9,ortholog_many2many
ENSMFAG00000062021,,KRTAP9-7,ortholog_many2many
ENSMFAG00000065117,Metazoa_SRP,,
ENSMFAG00000060355,,,
ENSMFAG00000051777,U3,SNORD3D,ortholog_one2many
ENSMFAG00000053343,Metazoa_SRP,,
ENSMFAG00000057334,KRTAP29-1,KRTAP29-1,ortholog_one2one
ENSMFAG00000001745,STRBP,STRBP,ortholog_one2one
ENSMFAG00000031216,TP53AIP1,TP53AIP1,ortholog_one2one
ENSMFAG00000059065,,,
ENSMFAG00000055186,KRTAP16-1,KRTAP16-1,ortholog_one2one
ENSMFAG00000041832,TBC1D2,TBC1D2,ortholog_one2one
ENSMFAG00000064783,,,
ENSMFAG00000049310,Metazoa_SRP,Metazoa_SRP,ortholog_one2many
ENSMFAG00000000080,TLCD3A,TLCD3A,ortholog_one2one
ENSMFAG00000014619,U1,,
ENSMFAG00000056823,,,
ENSMFAG00000021132,,,ortholog_one2one
ENSMFAG00000038094,,FTCDNL1,ortholog_one2one
ENSMFAG00000022725,KRT33A,KRT33A,ortholog_one2one
ENSMFAG00000046054,EPN2,EPN2,ortholog_one2one
ENSMFAG00000044393,CRLF3,CRLF3,ortholog_one2one
ENSMFAG00000004450,VWC2L,VWC2L,ortholog_one2one
ENSMFAG00000036877,ITGA5,ITGA5,ortholog_one2one
ENSMFAG00000002544,REG1A,REG1A,ortholog_one2one
ENSMFAG00000043593,SUSD3,SUSD3,ortholog_one2one
ENSMFAG00000055098,Metazoa_SRP,,
ENSMFAG00000042206,DPP7,DPP7,ortholog_one2one
ENSMFAG00000036674,KRT33B,KRT33B,ortholog_one2one
ENSMFAG00000050373,,,
ENSMFAG00000041025,TAOK1,TAOK1,ortholog_one2one
ENSMFAG00000031972,TMEM106A,TMEM106A,ortholog_one2one
ENSMFAG00000052412,,,
ENSMFAG00000009818,Metazoa_SRP,RN7SL717P,ortholog_one2one
ENSMFAG00000052286,,,
ENSMFAG00000037363,GEMIN4,GEMIN4,ortholog_one2one
ENSMFAG00000059877,,,
ENSMFAG00000064865,,,
ENSMFAG00000032268,C2orf69,C2orf69,ortholog_one2one
ENSMFAG00000047951,,,
ENSMFAG00000039082,ATAD5,ATAD5,ortholog_one2one
ENSMFAG00000042883,PELP1,PELP1,ortholog_one2one
ENSMFAG00000002090,TPM2,TPM2,ortholog_one2one
ENSMFAG00000061108,,,
ENSMFAG00000026563,CORO2A,CORO2A,ortholog_one2one
ENSMFAG00000034316,PPM1E,PPM1E,ortholog_one2one
ENSMFAG00000049201,,,
ENSMFAG00000048104,,,
ENSMFAG00000051955,Metazoa_SRP,,
ENSMFAG00000038441,KRT34,KRT34,ortholog_one2one
ENSMFAG00000039342,ARHGAP32,ARHGAP32,ortholog_one2one
ENSMFAG00000056221,,,
ENSMFAG00000004016,TYW5,TYW5,ortholog_one2one
ENSMFAG00000001430,PUM3,PUM3,ortholog_one2one
ENSMFAG00000010897,CFAP36,CFAP36,ortholog_one2one
ENSMFAG00000063420,Metazoa_SRP,,
ENSMFAG00000046406,PRUNE2,PRUNE2,ortholog_one2one
ENSMFAG00000041178,GTSF1,GTSF1,ortholog_one2one
ENSMFAG00000045674,RIGI,RIGI,ortholog_one2one
ENSMFAG00000036852,CARD19,CARD19,ortholog_one2one
ENSMFAG00000045582,,,
ENSMFAG00000048998,,,
ENSMFAG00000061089,,,
ENSMFAG00000058842,,,
ENSMFAG00000032566,BARD1,BARD1,ortholog_one2one
ENSMFAG00000055892,KCNV2,KCNV2,ortholog_one2one
ENSMFAG00000060245,,,
ENSMFAG00000001029,REG1B,REG1B,ortholog_one2one
ENSMFAG00000008150,,,
ENSMFAG00000036481,U6,RNU6-518P,ortholog_one2one
ENSMFAG00000049713,,,
ENSMFAG00000041566,NINJ1,NINJ1,ortholog_one2one
ENSMFAG00000065555,U2,U2,ortholog_many2many
ENSMFAG00000063014,,,
ENSMFAG00000056313,Metazoa_SRP,,
ENSMFAG00000035354,,,
ENSMFAG00000045074,MAIP1,MAIP1,ortholog_one2one
ENSMFAG00000032435,GLOD4,GLOD4,ortholog_one2one
ENSMFAG00000040114,TRIM14,TRIM14,ortholog_one2one
ENSMFAG00000042611,,,
ENSMFAG00000054649,U2,RNU2-64P,ortholog_one2many
ENSMFAG00000044908,CA9,CA9,ortholog_one2one
ENSMFAG00000002129,RAD51C,RAD51C,ortholog_one2one
ENSMFAG00000047336,,,
ENSMFAG00000051205,U2,RNU2-64P,ortholog_one2many
ENSMFAG00000057164,,,
ENSMFAG00000062223,KRT37,KRT37,ortholog_one2one
ENSMFAG00000056638,,,
ENSMFAG00000030217,NANS,NANS,ortholog_one2one
ENSMFAG00000022954,Metazoa_SRP,RN7SL22P,ortholog_one2one
ENSMFAG00000056410,,,
ENSMFAG00000001702,ACO1,ACO1,ortholog_one2one
ENSMFAG00000057796,U2,RNU2-64P,ortholog_one2many
ENSMFAG00000034401,REG3G,REG3G,ortholog_one2one
ENSMFAG00000050139,,,
ENSMFAG00000032374,VLDLR,VLDLR,ortholog_one2one
ENSMFAG00000042595,MAN1B1,MAN1B1,ortholog_one2one
ENSMFAG00000063359,,,
ENSMFAG00000048471,,,
ENSMFAG00000046013,ARHGEF39,ARHGEF39,ortholog_one2one
ENSMFAG00000055971,U2,RNU2-64P,ortholog_one2many
ENSMFAG00000034710,U6,RNU6-918P,ortholog_one2one
ENSMFAG00000013620,U1,RNU1-52P,ortholog_one2one
ENSMFAG00000039469,CCDC107,CCDC107,ortholog_one2one
ENSMFAG00000006101,U6,RNU6-711P,ortholog_one2one
ENSMFAG00000023811,,SWI5,ortholog_one2many
ENSMFAG00000030293,U1,,
ENSMFAG00000007189,U6,RNU6-1034P,ortholog_one2one
ENSMFAG00000065364,KRT38,KRT38,ortholog_one2one
ENSMFAG00000012535,RNase_MRP,,
ENSMFAG00000032850,ANP32B,ANP32B,ortholog_one2one
ENSMFAG00000049880,Metazoa_SRP,RN7SL489P,ortholog_many2many
ENSMFAG00000049880,Metazoa_SRP,RN7SL327P,ortholog_many2many
ENSMFAG00000049880,Metazoa_SRP,RN7SL853P,ortholog_many2many
ENSMFAG00000049880,Metazoa_SRP,RN7SL429P,ortholog_many2many
ENSMFAG00000031335,,WNK2,ortholog_one2one
ENSMFAG00000026508,,MTRES1,ortholog_one2many
ENSMFAG00000050892,,,
ENSMFAG00000053336,,,
ENSMFAG00000052575,IGBP1C,IGBP1C,ortholog_one2one
ENSMFAG00000005798,MIR1180,MIR1180,ortholog_one2one
ENSMFAG00000063431,Metazoa_SRP,,
ENSMFAG00000060900,,,
ENSMFAG00000053645,,,
ENSMFAG00000063937,,,
ENSMFAG00000062403,,,
ENSMFAG00000033286,SIT1,SIT1,ortholog_one2one
ENSMFAG00000051296,,,
ENSMFAG00000037241,U1,RNU1-108P,ortholog_one2one
ENSMFAG00000001155,NCKAP1L,NCKAP1L,ortholog_one2one
ENSMFAG00000058258,U6,,
ENSMFAG00000065443,,,
ENSMFAG00000017825,U6,RNU6-298P,ortholog_one2one
ENSMFAG00000065021,,,
ENSMFAG00000051282,,,
ENSMFAG00000003450,SPATS2L,SPATS2L,ortholog_one2one
ENSMFAG00000056592,,,
ENSMFAG00000031373,HEMGN,HEMGN,ortholog_one2one
ENSMFAG00000041780,KRT32,KRT32,ortholog_one2one
ENSMFAG00000058787,U6,RNU6-827P,ortholog_one2one
ENSMFAG00000061951,SNORD62,SNORD62,ortholog_one2one
ENSMFAG00000001938,TEFM,TEFM,ortholog_one2one
ENSMFAG00000055404,,,
ENSMFAG00000043446,RABGAP1,RABGAP1,ortholog_one2one
ENSMFAG00000033088,ABHD15,ABHD15,ortholog_one2one
ENSMFAG00000014922,MIR873,MIR873,ortholog_one2one
ENSMFAG00000058490,Metazoa_SRP,,
ENSMFAG00000065616,U2,RNU2-32P,ortholog_one2one
ENSMFAG00000061265,,,
ENSMFAG00000010445,MIR876,MIR876,ortholog_one2one
ENSMFAG00000041807,MAPK7,MAPK7,ortholog_one2one
ENSMFAG00000032921,CD72,CD72,ortholog_one2one
ENSMFAG00000048099,,,
ENSMFAG00000031392,,UAP1L1,ortholog_one2one
ENSMFAG00000009359,U4,,
ENSMFAG00000000514,KRT35,KRT35,ortholog_one2one
ENSMFAG00000033009,,,
ENSMFAG00000001899,LRRTM4,LRRTM4,ortholog_one2one
ENSMFAG00000040828,TP53I13,TP53I13,ortholog_one2one
ENSMFAG00000061659,,,
ENSMFAG00000024200,U6,RNU6-829P,ortholog_one2one
ENSMFAG00000041527,ABCA12,ABCA12,ortholog_one2one
ENSMFAG00000062696,,,
ENSMFAG00000048390,,,
ENSMFAG00000057643,,,
ENSMFAG00000012218,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000065030,U2,U2,ortholog_one2many
ENSMFAG00000045298,TRMO,TRMO,ortholog_one2one
ENSMFAG00000065691,,,
ENSMFAG00000062967,,,
ENSMFAG00000038005,KRT36,KRT36,ortholog_one2one
ENSMFAG00000059379,,ADAP2,ortholog_one2one
ENSMFAG00000036786,,,
ENSMFAG00000064663,,,
ENSMFAG00000001152,C9orf72,C9orf72,ortholog_one2one
ENSMFAG00000031430,,,
ENSMFAG00000048900,,,
ENSMFAG00000034790,TESK1,TESK1,ortholog_one2one
ENSMFAG00000050719,,,
ENSMFAG00000032431,TEX14,TEX14,ortholog_one2one
ENSMFAG00000065641,,,
ENSMFAG00000055327,,,
ENSMFAG00000063821,SAPCD2,SAPCD2,ortholog_one2one
ENSMFAG00000045382,MRM3,MRM3,ortholog_one2one
ENSMFAG00000055035,,,
ENSMFAG00000037041,CCDC88A,CCDC88A,ortholog_one2one
ENSMFAG00000039346,GIT1,GIT1,ortholog_one2one
ENSMFAG00000063521,,,
ENSMFAG00000037300,KCTD18,KCTD18,ortholog_one2one
ENSMFAG00000007635,,,
ENSMFAG00000001220,ARRB2,ARRB2,ortholog_one2one
ENSMFAG00000043116,FAM120A,FAM120A,ortholog_one2one
ENSMFAG00000052626,U2,RNU2-64P,ortholog_one2many
ENSMFAG00000006775,,,
ENSMFAG00000032417,,,
ENSMFAG00000056510,,,
ENSMFAG00000040986,MFAP4,MFAP4,ortholog_one2one
ENSMFAG00000041346,MOB3B,MOB3B,ortholog_one2one
ENSMFAG00000002888,CIMIP2B,CIMIP2B,ortholog_one2one
ENSMFAG00000048919,,,
ENSMFAG00000043619,ENTPD2,ENTPD2,ortholog_one2one
ENSMFAG00000033826,Y_RNA,RNY1P6,ortholog_one2many
ENSMFAG00000060034,,,
ENSMFAG00000041855,SGO2,SGO2,ortholog_one2one
ENSMFAG00000057452,U6,RNU6-876P,ortholog_one2one
ENSMFAG00000009883,U2,,
ENSMFAG00000003814,,,
ENSMFAG00000049376,,,
ENSMFAG00000052624,IFNK,IFNK,ortholog_one2one
ENSMFAG00000063048,,,
ENSMFAG00000055247,,,
ENSMFAG00000013496,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000063620,,,
ENSMFAG00000062148,,,
ENSMFAG00000004181,U6,,
ENSMFAG00000005640,U6,RNU6-874P,ortholog_one2one
ENSMFAG00000052912,,,
ENSMFAG00000043911,EQTN,EQTN,ortholog_one2one
ENSMFAG00000047037,,,
ENSMFAG00000041118,NXN,NXN,ortholog_one2one
ENSMFAG00000029966,ARL4D,ARL4D,ortholog_one2one
ENSMFAG00000003246,NPDC1,NPDC1,ortholog_one2one
ENSMFAG00000058417,,,
ENSMFAG00000052906,,,
ENSMFAG00000064898,Metazoa_SRP,RN7SL138P,ortholog_one2one
ENSMFAG00000062757,,,
ENSMFAG00000053319,,,
ENSMFAG00000001396,PHF2,PHF2,ortholog_one2one
ENSMFAG00000057924,U6,RNU6-470P,ortholog_one2many
ENSMFAG00000064091,,,
ENSMFAG00000003353,UNC13B,UNC13B,ortholog_one2one
ENSMFAG00000064223,,,
ENSMFAG00000003074,RUSC2,RUSC2,ortholog_one2one
ENSMFAG00000050707,Metazoa_SRP,,
ENSMFAG00000001886,XPA,XPA,ortholog_one2one
ENSMFAG00000002510,RNF135,RNF135,ortholog_one2one
ENSMFAG00000002123,ANKRD13B,ANKRD13B,ortholog_one2one
ENSMFAG00000036889,AOX1,AOX1,ortholog_one2one
ENSMFAG00000051143,,,
ENSMFAG00000037907,BARX2,BARX2,ortholog_one2one
ENSMFAG00000043921,GCFC2,GCFC2,ortholog_one2one
ENSMFAG00000015343,U6,RNU6-406P,ortholog_one2many
ENSMFAG00000034861,U6,RNU6-971P,ortholog_one2many
ENSMFAG00000048029,Metazoa_SRP,,
ENSMFAG00000044630,ATIC,ATIC,ortholog_one2one
ENSMFAG00000033293,PDE1B,PDE1B,ortholog_one2one
ENSMFAG00000053731,Metazoa_SRP,,
ENSMFAG00000050575,BARX1,BARX1,ortholog_one2one
ENSMFAG00000017898,FOXB2,FOXB2,ortholog_one2one
ENSMFAG00000042863,RNF112,RNF112,ortholog_one2one
ENSMFAG00000029287,PAXX,PAXX,ortholog_one2one
ENSMFAG00000010150,U6,,
ENSMFAG00000036201,TMEM45B,TMEM45B,ortholog_one2one
ENSMFAG00000031269,TIMM22,TIMM22,ortholog_one2one
ENSMFAG00000061746,,,
ENSMFAG00000044651,DHX8,DHX8,ortholog_one2one
ENSMFAG00000042987,CORO6,CORO6,ortholog_one2one
ENSMFAG00000001184,,RPS16,ortholog_one2one
ENSMFAG00000045003,TEK,TEK,ortholog_one2one
ENSMFAG00000039227,KRT16,KRT16,ortholog_one2one
ENSMFAG00000008366,U6,RNU6-651P,ortholog_one2one
ENSMFAG00000064329,,,
ENSMFAG00000052360,Metazoa_SRP,,
ENSMFAG00000023700,U7,,
ENSMFAG00000065843,Metazoa_SRP,,
ENSMFAG00000031638,FUT7,FUT7,ortholog_one2one
ENSMFAG00000044480,ABR,ABR,ortholog_one2one
ENSMFAG00000011130,Y_RNA,RNY1P15,ortholog_one2one
ENSMFAG00000058754,Metazoa_SRP,,
ENSMFAG00000033711,NFRKB,NFRKB,ortholog_one2one
ENSMFAG00000043946,MRPL19,MRPL19,ortholog_one2one
ENSMFAG00000042484,ETV4,ETV4,ortholog_one2one
ENSMFAG00000061863,Metazoa_SRP,,
ENSMFAG00000059016,Metazoa_SRP,,
ENSMFAG00000002968,SLC47A1,SLC47A1,ortholog_one2one
ENSMFAG00000049185,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000001618,PTPDC1,PTPDC1,ortholog_one2one
ENSMFAG00000006912,U4,,
ENSMFAG00000039968,ALS2,ALS2,ortholog_one2one
ENSMFAG00000020815,U3,,
ENSMFAG00000006333,U6,RNU6-937P,ortholog_one2one
ENSMFAG00000056188,,,
ENSMFAG00000033235,SSH2,SSH2,ortholog_one2one
ENSMFAG00000034504,RHOT1,RHOT1,ortholog_one2one
ENSMFAG00000020843,U3,U3,ortholog_one2one
ENSMFAG00000036403,,,
ENSMFAG00000058122,SCAND1,SCAND1,ortholog_one2one
ENSMFAG00000037982,PPP1R1A,PPP1R1A,ortholog_one2one
ENSMFAG00000048430,U6,RNU6-634P,ortholog_one2one
ENSMFAG00000062126,Metazoa_SRP,,
ENSMFAG00000034555,,,
ENSMFAG00000057528,,,
ENSMFAG00000009842,U2,RNU2-25P,ortholog_one2one
ENSMFAG00000062554,,,
ENSMFAG00000056316,,,
ENSMFAG00000053809,,,
ENSMFAG00000065277,,,
ENSMFAG00000063533,LACRT,LACRT,ortholog_one2one
ENSMFAG00000021015,EVA1A,EVA1A,ortholog_one2one
ENSMFAG00000019949,U1,RNU1-133P,ortholog_one2one
ENSMFAG00000060248,,,
ENSMFAG00000032168,FN1,FN1,ortholog_one2one
ENSMFAG00000044530,CNBD2,CNBD2,ortholog_one2one
ENSMFAG00000058821,,SMARCA2,ortholog_one2one
ENSMFAG00000001877,IFT74,IFT74,ortholog_one2one
ENSMFAG00000020809,BZW1,BZW1,ortholog_one2one
ENSMFAG00000040810,DCD,DCD,ortholog_one2one
ENSMFAG00000036302,MEOX1,MEOX1,ortholog_one2one
ENSMFAG00000053000,,,
ENSMFAG00000005123,U6,RNU6-920P,ortholog_one2one
ENSMFAG00000064002,,,
ENSMFAG00000064215,,,
