gene_name	human_ensembl_id	pLI	oe_lof_upper	mis_z	oe_lof	oe_mis
C19orf81	ENSG00000235034	1.233e-05	1.56	0.69234	0.87786	0.80983
PPP1R17	ENSG00000106341	0.0010488	1.56	-0.020278	0.7645	1.0062
OR10G8	ENSG00000234560	0.016898	1.56	-1.007	0.63585	1.2173
UBB	ENSG00000170315	0.016904	1.56	2.7348	0.63574	0.31599
TOMM6	ENSG00000214736	0.19403	1.561	0.65095	0.37151	0.7207
RPL22L1	ENSG00000163584	0.0010477	1.561	-0.35075	0.76472	1.1242
TRMU	ENSG00000100416	1.5307e-16	1.561	-0.33232	1.1037	1.0613
GNGT2	ENSG00000167083	0.19392	1.561	0.50692	0.37173	0.76788
RNF148	ENSG00000235631	2.5966e-06	1.561	-1.5202	0.90632	1.3313
GJA9	ENSG00000131233	4.6528e-12	1.561	0.93515	1.0452	0.83829
SIGLEC11	ENSG00000161640	7.8092e-22	1.561	-0.95026	1.1518	1.1391
KRT82	ENSG00000161850	4.6454e-18	1.562	-0.65293	1.1205	1.1024
GPX6	ENSG00000198704	2.582e-06	1.562	0.47432	0.90701	0.87513
ADH5	ENSG00000197894	2.5356e-11	1.562	1.0261	1.0334	0.79686
FAM194A	ENSG00000163645	1.8230000000000002e-29	1.562	-0.27411	1.2008	1.0413
SLFN11	ENSG00000172716	8.2249e-19	1.562	-0.32741	1.1272	1.0429
OR11H6	ENSG00000176219	0.0010427	1.562	-0.035392	0.76568	1.0076
AGAP6	ENSG00000204149	2.5867e-06	1.562	-1.0919	0.90679	1.1701
TPGS1	ENSG00000141933	0.061557	1.562	1.3318	0.53536	0.62401
MSRB2	ENSG00000148450	5.5352e-05	1.563	0.63494	0.84846	0.81387
TSGA13	ENSG00000213265	7.3935e-10	1.563	-0.46557	1.0059	1.1073
TAS1R3	ENSG00000169962	6.7868e-25	1.563	-2.3816	1.1752	1.2803
MRPS21	ENSG00000187145	0.061313	1.564	0.40204	0.5366	0.85493
NME4	ENSG00000103202	0.0010351	1.565	-0.73997	0.76718	1.1937
MZT2B	ENSG00000152082	0.061273	1.565	-0.35091	0.5368	1.1043
TUBA3D	ENSG00000075886	7.2364e-10	1.565	1.5331	1.0077	0.74788
TRIM58	ENSG00000162722	1.345e-10	1.565	0.41765	1.022	0.92367
LRIT1	ENSG00000148602	4.5907e-15	1.566	-0.57898	1.0901	1.0851
TCTEX1D1	ENSG00000152760	5.4692e-05	1.566	0.39815	0.85033	0.88688
AC073343.1	ENSG00000198580	3.8385e-09	1.566	0.31128	0.99212	0.93594
TMCO2	ENSG00000188800	5.4723e-05	1.566	0.40972	0.85024	0.87769
NRSN2	ENSG00000125841	0.0042391	1.566	0.37262	0.71207	0.90911
KLK14	ENSG00000129437	1.9965e-08	1.567	0.38548	0.97535	0.91527
SWSAP1	ENSG00000173928	0.0042206	1.567	-0.31897	0.71309	1.0777
ZSCAN32	ENSG00000140987	2.4299e-11	1.567	-1.2447	1.0366	1.2144
ST8SIA6	ENSG00000148488	7.1568e-10	1.567	-0.43129	1.0086	1.0898
ZNF799	ENSG00000196466	0.016646	1.567	-1.1409	0.63986	1.1773
FAM127B	ENSG00000203950	0.44642	1.567	-0.0048829	0.0	1.002
STOML1	ENSG00000067221	2.4189e-11	1.567	1.4319	1.0369	0.73764
TMEM239	ENSG00000198326	0.0010286	1.567	0.42141	0.76846	0.87291
VNN2	ENSG00000112303	4.448e-15	1.568	-0.46731	1.0921	1.079
IRF7	ENSG00000185507	4.4508e-15	1.568	-0.85055	1.092	1.1328
CD300LD	ENSG00000204345	1.1813e-05	1.568	0.1195	0.88376	0.9666
GYG2	ENSG00000056998	7.0587e-10	1.568	0.076037	1.0098	0.98495
KCNJ14	ENSG00000182324	2.4991e-06	1.568	0.87942	0.91104	0.85445
HLA-DPA1	ENSG00000231389	2.5e-06	1.568	1.1155	0.911	0.74216
ADAM18	ENSG00000168619	6.8847e-35	1.569	-0.57884	1.2306	1.0842
EPGN	ENSG00000182585	0.00023928	1.569	0.062486	0.81474	0.98041
AQP2	ENSG00000167580	2.4855e-06	1.569	1.0598	0.91172	0.77561
GRXCR2	ENSG00000204928	1.0145e-07	1.569	-0.85252	0.95721	1.2037
PBLD	ENSG00000108187	2.3448e-11	1.57	0.35341	1.0393	0.92203
NPPC	ENSG00000163273	0.060647	1.57	0.32263	0.54003	0.88768
SMIM13	ENSG00000224531	0.19183	1.57	0.69091	0.37568	0.70649
PLA2G5	ENSG00000127472	5.3834e-05	1.57	0.27298	0.85281	0.91869
POMK	ENSG00000185900	1.9487e-08	1.57	0.46851	0.97765	0.90594
ADAT2	ENSG00000189007	1.007e-07	1.57	0.88027	0.95797	0.76736
ACTL7B	ENSG00000148156	2.4547e-06	1.571	0.51107	0.91327	0.91592
NKX6-3	ENSG00000165066	0.016469	1.571	-0.11152	0.64275	1.0369
CLEC4D	ENSG00000166527	2.4548e-06	1.571	-0.11603	0.91326	1.0303
GOLGA8Q	ENSG00000178115	0.0010139	1.571	-1.263	0.77139	1.5486
BBIP1	ENSG00000214413	0.004174	1.571	0.52175	0.7157	0.78072
CD300C	ENSG00000167850	1.164e-05	1.571	0.42892	0.88582	0.89613
EREG	ENSG00000124882	1.1659e-05	1.571	-0.36838	0.88559	1.1069
CYB5R2	ENSG00000166394	6.8195e-10	1.572	-1.2844	1.0127	1.2871
C17orf58	ENSG00000186665	0.19122	1.572	0.12694	0.37687	0.95256
PROKR2	ENSG00000101292	2.4388e-06	1.572	-0.11864	0.91407	1.0219
FTSJ2	ENSG00000122687	0.00023612	1.572	0.086923	0.81711	0.98023
CYP11B2	ENSG00000179142	7.1321e-19	1.572	-0.84873	1.1349	1.1404
HENMT1	ENSG00000162639	6.8224e-10	1.572	0.058504	1.0126	0.98878
PCDHA4	ENSG00000204967	1.9754e-23	1.572	-0.77369	1.1712	1.0906
N6AMT2	ENSG00000150456	2.4358e-06	1.573	0.25186	0.91423	0.93523
OR5AP2	ENSG00000172464	0.0041572	1.573	-0.046176	0.71664	1.01
TEX9	ENSG00000151575	6.4247e-22	1.573	-0.74633	1.1613	1.1527
RAMP3	ENSG00000122679	0.016373	1.574	0.55849	0.64434	0.83323
C10orf35	ENSG00000171224	0.016385	1.574	0.28873	0.64415	0.90554
HIGD2A	ENSG00000146066	0.19087	1.574	0.39757	0.37755	0.86239
OR2A25	ENSG00000221933	0.0010007	1.575	-0.74936	0.77407	1.167
OR52A1	ENSG00000182070	0.0041328	1.575	-0.2773	0.71803	1.0601
FDFT1	ENSG00000079459	4.0998e-15	1.575	-3.884	1.0972	1.707
C5orf60	ENSG00000204661	4.89e-07	1.575	0.78204	0.94033	0.82592
FAM180A	ENSG00000189320	0.0010025	1.575	-0.20037	0.7737	1.0552
UBL5	ENSG00000198258	0.016321	1.575	1.2361	0.64522	0.46793
CD164L2	ENSG00000174950	1.1451e-05	1.575	0.20408	0.88809	0.94446
TAF8	ENSG00000137413	7.3155e-13	1.575	0.2362	1.0665	0.95244
B9D2	ENSG00000123810	5.2557e-05	1.575	-0.13015	0.85657	1.0334
RASSF7	ENSG00000099849	2.252e-11	1.575	-1.5712	1.0424	1.2927
HSPB7	ENSG00000173641	0.016292	1.576	0.42783	0.64569	0.89067
RP1-139D8.6	ENSG00000214732	0.060033	1.576	0.090743	0.54326	0.96645
TMEM215	ENSG00000188133	0.0041235	1.576	0.8195	0.71856	0.80532
CASQ1	ENSG00000143318	3.857e-18	1.576	-0.018661	1.1309	1.0035
ASIP	ENSG00000101440	0.016298	1.576	0.11933	0.6456	0.96246
CEACAM19	ENSG00000186567	6.6095e-10	1.576	0.47447	1.0153	0.8937
AKIP1	ENSG00000166452	1.1363e-05	1.576	-0.42874	0.88916	1.1134
C7orf57	ENSG00000164746	4.0355e-12	1.576	0.54689	1.0555	0.87771
OR2AG2	ENSG00000188124	0.016296	1.576	-1.3078	0.64563	1.278
PPP1R14D	ENSG00000166143	2.3903e-06	1.576	0.20663	0.91658	0.94056
ZNF544	ENSG00000198131	0.00099546	1.577	-0.7162	0.77515	1.1043
IQCE	ENSG00000106012	1.3752e-39	1.577	-0.93414	1.2545	1.1274
C1orf110	ENSG00000185860	0.0041139	1.577	0.16047	0.71911	0.96368
MLN	ENSG00000096395	0.0041058	1.577	0.50769	0.71958	0.82357
THUMPD1	ENSG00000066654	3.9721e-12	1.577	0.47645	1.0567	0.90205
CTC-260F20.3	ENSG00000258674	9.5774e-08	1.577	-0.48624	0.96314	1.1035
C1orf54	ENSG00000118292	0.0002318	1.577	-0.34291	0.82043	1.1117
SYNGR2	ENSG00000108639	5.1893e-05	1.578	0.29575	0.85858	0.9234
FAM71E1	ENSG00000142530	0.0002311	1.578	-0.036854	0.82097	1.0083
ZNF492	ENSG00000229676	0.18998	1.578	-0.79435	0.37929	1.1489
TMEM186	ENSG00000184857	5.1994e-05	1.578	-1.2525	0.85827	1.3114
ZNHIT1	ENSG00000106400	2.3592e-06	1.578	1.1234	0.91821	0.69721
CES5A	ENSG00000159398	7.941800000000001e-29	1.578	-0.11145	1.2085	1.0172
C3orf80	ENSG00000180044	0.18963	1.579	0.40012	0.37999	0.85684
CLDN8	ENSG00000156284	0.016193	1.579	-0.17133	0.64737	1.0419
S100A7L2	ENSG00000197364	0.1895	1.579	-0.38862	0.38023	1.1364
MSMB	ENSG00000138294	0.016199	1.579	0.78778	0.64727	0.71701
CTD-3214H19.16	ENSG00000269711	0.00098749	1.579	0.62749	0.77681	0.80366
AUNIP	ENSG00000127423	3.4534e-09	1.579	0.29887	1.0016	0.93682
CSRP2	ENSG00000175183	4.769e-07	1.579	0.29105	0.94316	0.92213
SLC22A25	ENSG00000196600	1.2149e-16	1.579	-1.4379	1.1173	1.233
RPL26L1	ENSG00000037241	0.00098764	1.579	0.22926	0.77678	0.93
C12orf56	ENSG00000185306	6.8904e-16	1.579	0.12456	1.1091	0.977
AC002310.13	ENSG00000260869	0.18963	1.579	-0.5063	0.37997	1.1963
OR3A2	ENSG00000221882	0.00022954	1.58	-0.52839	0.82218	1.1161
LYZL6	ENSG00000161572	0.00098373	1.58	0.29807	0.7776	0.9083
IL15RA	ENSG00000134470	2.332e-06	1.58	0.22886	0.91966	0.94684
AC021218.2	ENSG00000204876	0.059572	1.58	-0.041987	0.54572	1.0105
AL354898.1	ENSG00000215428	2.3398e-06	1.58	1.2209	0.91925	0.76342
NXPE4	ENSG00000137634	6.8642e-16	1.58	-0.10576	1.1094	1.0177
SRRD	ENSG00000100104	1.8029e-08	1.581	-0.45235	0.9851	1.1022
DNMT3A	ENSG00000119772	7.3538e-39	1.581	3.4465	1.255	0.59401
GABARAPL2	ENSG00000034713	0.00022815	1.581	0.97214	0.82328	0.66086
AL441883.1	ENSG00000268059	0.059485	1.581	-0.038164	0.54619	1.0153
DPPA5	ENSG00000203909	0.0040632	1.581	1.2243	0.72205	0.61722
COQ4	ENSG00000167113	3.3961e-09	1.581	0.36441	1.0031	0.92144
OR2L13	ENSG00000196071	0.00098315	1.581	-0.23646	0.77772	1.0508
NDUFAF7	ENSG00000003509	1.0818000000000001e-19	1.582	-1.0514	1.1492	1.192
ABHD12B	ENSG00000131969	3.7965e-15	1.582	-0.1653	1.1021	1.0349
AGR2	ENSG00000106541	9.2381e-08	1.582	0.84427	0.96689	0.74883
C2orf70	ENSG00000173557	5.0939e-05	1.582	0.01768	0.86151	0.99561
CRIPT	ENSG00000119878	0.00097752	1.582	-0.39494	0.7789	1.1584
CHMP4A	ENSG00000254505	3.3901e-09	1.582	0.69937	1.0032	0.83759
COX6A2	ENSG00000156885	0.18881	1.582	0.23548	0.38162	0.90173
CYP2A7	ENSG00000198077	3.7792e-15	1.582	-1.7044	1.1023	1.2778
DNAJC5B	ENSG00000147570	2.2936e-06	1.583	0.26563	0.92174	0.92868
SMPD2	ENSG00000135587	3.5507e-18	1.583	0.14281	1.1355	0.97385
PRCD	ENSG00000214140	0.016018	1.583	0.29744	0.65035	0.85841
C1orf105	ENSG00000180999	1.1007e-05	1.583	0.35038	0.89362	0.89805
KRT74	ENSG00000170484	2.1183e-14	1.583	-1.2015	1.0935	1.1939
TSLP	ENSG00000145777	0.0040357	1.584	-0.49144	0.72368	1.1482
DHRS4L2	ENSG00000187630	4.6376e-07	1.584	-2.1321	0.94633	1.5042
TOMM20L	ENSG00000196860	5.0571e-05	1.584	0.79112	0.86265	0.7473
CLDN6	ENSG00000184697	0.0040357	1.584	-0.4284	0.72368	1.1041
PTGER1	ENSG00000160951	0.00097345	1.584	0.74563	0.77977	0.83822
TATDN1	ENSG00000147687	6.4923e-16	1.584	-0.18069	1.1128	1.0417
YIF1A	ENSG00000174851	6.1818e-10	1.584	-0.39189	1.021	1.0809
FMO3	ENSG00000007933	6.5145e-16	1.584	-0.16323	1.1126	1.0269
GNG5	ENSG00000174021	0.18814	1.585	0.37637	0.38295	0.81589
TMIGD2	ENSG00000167664	1.0895e-05	1.585	0.095272	0.89505	0.97959
KLF14	ENSG00000174595	0.01598	1.585	-0.34604	0.65101	1.0785
PGBD2	ENSG00000185220	6.4382e-16	1.585	-0.22949	1.1133	1.0352
GPR84	ENSG00000139572	3.2998e-09	1.585	0.40437	1.0057	0.92467
SULT1A2	ENSG00000197165	3.6786e-12	1.585	-0.84554	1.0623	1.1778
C3AR1	ENSG00000171860	3.3053e-09	1.585	-0.30198	1.0055	1.0522
WFDC3	ENSG00000124116	9.0781e-08	1.585	0.40503	0.96871	0.90083
OR2B11	ENSG00000177535	0.00022477	1.585	0.28473	0.82598	0.94156
SCNN1D	ENSG00000162572	1.6507e-33	1.586	-0.78105	1.2373	1.1005
LGALS12	ENSG00000133317	6.5191e-13	1.586	-0.030214	1.0746	1.0061
AKR7L	ENSG00000211454	0.0002237	1.586	0.25787	0.82684	0.92753
OR5B17	ENSG00000197786	0.44075	1.586	-0.74772	0.0	1.1616
TFF3	ENSG00000160180	0.01591	1.586	0.51395	0.65221	0.80444
HMX2	ENSG00000188816	4.9891e-05	1.587	-0.085141	0.86481	1.0194
ASB16	ENSG00000161664	1.0959e-16	1.587	-0.11317	1.1235	1.019
PIFO	ENSG00000173947	8.9379e-08	1.587	0.45757	0.97034	0.87184
SIAH3	ENSG00000215475	0.0009634	1.587	-0.34856	0.78192	1.0741
C21orf67	ENSG00000183250	0.058694	1.588	0.38626	0.55052	0.89006
VIT	ENSG00000205221	5.435e-32	1.588	-1.7733	1.2323	1.2465
AKR1C1	ENSG00000187134	3.524e-15	1.588	-1.4155	1.1068	1.3144
FLYWCH2	ENSG00000162076	0.18732	1.588	-0.090052	0.38462	1.0274
OXGR1	ENSG00000165621	4.9619e-05	1.588	0.087545	0.86567	0.9819
OR4D9	ENSG00000172742	0.00096084	1.588	-0.92993	0.78248	1.1992
TTC36	ENSG00000172425	0.00022268	1.588	0.045226	0.82767	0.98621
UTS2B	ENSG00000188958	0.00022271	1.588	0.022619	0.82764	0.99121
BBC3	ENSG00000105327	0.0039762	1.589	0.15469	0.72724	0.9525
RAB26	ENSG00000167964	1.6979e-08	1.589	-0.81005	0.99091	1.1999
WDR38	ENSG00000136918	1.975e-11	1.589	0.3471	1.0524	0.92824
SSTR5	ENSG00000162009	0.00095544	1.589	0.28739	0.78365	0.95072
HIST2H2AC	ENSG00000184260	0.18727	1.589	0.94911	0.38471	0.68436
INSL3	ENSG00000248099	0.015764	1.59	0.50809	0.65478	0.84889
APOBEC1	ENSG00000111701	1.6791e-08	1.59	0.77166	0.99199	0.81252
OR2T35	ENSG00000177151	0.18682	1.59	-0.46298	0.38565	1.1195
GBGT1	ENSG00000148288	1.0776e-10	1.59	0.044307	1.0398	0.99153
RBP5	ENSG00000139194	4.9181e-05	1.59	0.40202	0.86709	0.87362
GIPC2	ENSG00000137960	3.1514e-09	1.591	-0.27034	1.0098	1.0595
MEA1	ENSG00000124733	1.0536e-05	1.591	-0.10458	0.89978	1.0291
OR52B6	ENSG00000187747	0.0039544	1.591	-0.13099	0.72856	1.0273
UGT2B11	ENSG00000213759	5.98e-16	1.591	-4.1323	1.1179	1.7097
FIBCD1	ENSG00000130720	1.9395e-14	1.591	0.38222	1.0994	0.93921
PCDHB11	ENSG00000197479	5.8173e-10	1.591	-2.1497	1.0262	1.2817
RPP21	ENSG00000241370	4.8992e-05	1.591	0.28723	0.8677	0.91747
OR6Y1	ENSG00000197532	0.00095201	1.591	-0.97435	0.7844	1.2053
MRPS16	ENSG00000182180	0.058297	1.592	-0.55048	0.55273	1.173
OR10W1	ENSG00000172772	0.01572	1.592	-0.45923	0.65556	1.1014
MRRF	ENSG00000148187	4.4057e-07	1.592	0.068334	0.9522	0.98376
SLC18A1	ENSG00000036565	2.8011999999999997e-21	1.592	-2.3848	1.1697	1.3854
CD14	ENSG00000170458	4.8813e-05	1.592	0.55072	0.86829	0.90062
SLC36A4	ENSG00000180773	1.8141e-17	1.592	-0.04103	1.1347	1.0072
TMEM187	ENSG00000177854	0.015717	1.592	0.13532	0.65561	0.96703
GLIPR2	ENSG00000122694	4.8573e-05	1.593	0.30701	0.86908	0.91157
GLOD4	ENSG00000167699	6.0698e-13	1.593	0.0083986	1.0797	0.99818
C3orf70	ENSG00000187068	4.8695e-05	1.593	-0.080717	0.86867	1.0195
C4orf45	ENSG00000164123	4.3689e-07	1.593	-0.088781	0.95316	1.0262
HIST1H1E	ENSG00000168298	0.18608	1.593	-6.7151	0.38718	2.6767
SEMG2	ENSG00000124157	0.058203	1.593	-1.2606	0.55326	1.2059
RSPO4	ENSG00000101282	8.5962e-08	1.593	-0.4698	0.97443	1.108
RDH16	ENSG00000139547	4.3901e-07	1.593	-0.095541	0.95261	1.0197
ZSCAN1	ENSG00000152467	4.3802e-07	1.593	0.009915	0.95286	0.99826
RHBG	ENSG00000132677	1.0751e-13	1.593	0.031292	1.0907	0.99456
RP5-850E9.3	ENSG00000270299	0.43802	1.594	0.75129	0.0	0.59299
KLK10	ENSG00000129451	4.3662e-07	1.594	0.46857	0.95323	0.89599
FAM198A	ENSG00000144649	5.7508e-16	1.594	2.0017	1.1204	0.69338
OR4K14	ENSG00000169484	0.00094256	1.594	-0.1265	0.78649	1.0274
SPP1	ENSG00000118785	2.146e-06	1.595	0.28118	0.93015	0.94044
C19orf18	ENSG00000177025	4.3311e-07	1.595	0.10009	0.95416	0.97408
NTHL1	ENSG00000065057	5.6607e-10	1.595	-0.7974	1.0285	1.1582
OR4D10	ENSG00000254466	0.0039123	1.595	-0.56894	0.73114	1.1238
PRDX6	ENSG00000117592	4.8237e-05	1.595	1.465	0.87019	0.62962
CLPSL2	ENSG00000196748	0.1858	1.595	0.42212	0.38776	0.83274
TMEM242	ENSG00000215712	4.8272e-05	1.595	0.24638	0.87007	0.92308
SPINK9	ENSG00000204909	0.015591	1.595	0.25998	0.65787	0.89082
ENTPD3	ENSG00000168032	2.6386999999999996e-21	1.596	0.068438	1.1728	0.98866
APOA5	ENSG00000110243	5.5765e-10	1.596	0.86078	1.0298	0.84276
CST3	ENSG00000101439	0.0039011	1.596	-0.49654	0.73183	1.1678
CALCA	ENSG00000110680	0.015562	1.596	-0.59785	0.65838	1.1892
KRTAP1-5	ENSG00000221852	0.0039059	1.596	-0.48886	0.73153	1.1381
ZNF660	ENSG00000144792	4.3113e-07	1.596	0.45083	0.95469	0.90489
RAB20	ENSG00000139832	0.0038974	1.596	0.697	0.73206	0.835
SLC35D2	ENSG00000130958	5.8967e-13	1.596	0.4935	1.0818	0.89042
BIN3	ENSG00000147439	5.8224e-13	1.597	-0.29753	1.0827	1.0671
ZSCAN5C	ENSG00000204532	2.1218e-06	1.597	-2.4745	0.93159	1.424
PPBP	ENSG00000163736	0.057739	1.597	-1.0067	0.55589	1.3443
PLIN4	ENSG00000167676	5.578e-16	1.597	-1.6767	1.1223	1.17
TEX36	ENSG00000175018	0.00021489	1.597	0.75225	0.83416	0.79083
MAFF	ENSG00000185022	0.015514	1.597	1.695	0.65926	0.50888
ZBP1	ENSG00000124256	1.8259e-14	1.597	-0.37206	1.1034	1.0664
MAP3K7CL	ENSG00000156265	8.3352e-08	1.597	0.62971	0.97768	0.84536
GTF2H2	ENSG00000145736	0.015519	1.597	0.64106	0.65917	0.71228
MUC12	ENSG00000205277	1.2792e-68	1.598	-6.3224	1.3409	1.4523
IFT43	ENSG00000119650	1.8153e-11	1.598	-0.29601	1.059	1.0752
DARC	ENSG00000213088	0.00021424	1.598	-0.48921	0.83471	1.1041
CKMT1A	ENSG00000223572	4.2467e-07	1.598	0.63114	0.95643	0.83282
SS18L2	ENSG00000008324	0.01548	1.598	0.22949	0.65987	0.9041
KLHDC7A	ENSG00000179023	4.9895000000000005e-19	1.598	0.49144	1.1547	0.9392
TM4SF18	ENSG00000163762	2.1148e-06	1.598	-0.1266	0.93201	1.0342
RDM1	ENSG00000187456	1.5827e-08	1.598	0.29877	0.99778	0.93189
AP3S1	ENSG00000177879	1.0159e-05	1.599	1.3609	0.90493	0.60269
ANXA8L2	ENSG00000186807	0.00092573	1.599	-0.079799	0.79027	1.0302
HPR	ENSG00000261701	5.4618e-10	1.599	-1.5175	1.0316	1.314
OR1D2	ENSG00000184166	0.00092513	1.599	0.073607	0.79041	0.98371
RP11-20I23.1	ENSG00000260272	8.1938e-08	1.6	0.61788	0.9795	0.88897
HLA-DQA2	ENSG00000237541	1.0089e-05	1.6	-0.26583	0.90592	1.0657
OR1C1	ENSG00000221888	0.057434	1.6	-0.39018	0.55765	1.0836
GTF3A	ENSG00000122034	1.7789e-11	1.6	-0.13504	1.0606	1.0276
DLEU7	ENSG00000186047	0.18452	1.6	0.73024	0.39046	0.71117
OR2A42	ENSG00000212807	0.057427	1.6	0.5552	0.55769	0.82763
WBP2NL	ENSG00000183066	8.182e-08	1.6	0.30138	0.97965	0.93667
IL25	ENSG00000166090	0.00092347	1.6	-0.0065421	0.79079	1.0017
PPIB	ENSG00000166794	4.7242e-05	1.6	0.29934	0.87353	0.9257
SMKR1	ENSG00000240204	0.43635	1.6	0.74565	0.0	0.61283
SCGB1D4	ENSG00000197745	0.057471	1.6	0.67074	0.55743	0.71362
KRTAP11-1	ENSG00000182591	0.0038454	1.601	0.73328	0.73533	0.7859
OR4D2	ENSG00000255713	0.0009188	1.601	-0.19987	0.79186	1.0442
NDUFAF2	ENSG00000164182	2.078e-06	1.601	-0.06614	0.93424	1.0208
EIF5A2	ENSG00000163577	0.00021146	1.601	1.2357	0.83711	0.62299
RGS16	ENSG00000143333	1.0062e-05	1.601	0.42616	0.90631	0.88705
OR6K6	ENSG00000180433	0.00091859	1.601	-0.34232	0.79191	1.0718
HLA-DPB1	ENSG00000223865	5.3254e-10	1.602	1.402	1.0338	0.67305
POP5	ENSG00000167272	4.142e-07	1.602	0.52747	0.95931	0.84546
KCNMB1	ENSG00000145936	2.0696e-06	1.602	0.21866	0.93476	0.94352
GLYCTK	ENSG00000168237	9.6521e-11	1.602	-0.22766	1.0489	1.0357
BET1	ENSG00000105829	0.0038328	1.602	0.21636	0.73613	0.91906
PAGE2	ENSG00000234068	0.057156	1.602	-0.44175	0.55926	1.2058
MC4R	ENSG00000166603	0.00091697	1.602	-1.0099	0.79228	1.2119
PDZK1IP1	ENSG00000162366	0.00091769	1.602	0.42184	0.79211	0.85694
PILRA	ENSG00000085514	1.726e-11	1.603	0.44639	1.063	0.90347
RPL41	ENSG00000229117	0.18377	1.603	0.71898	0.39204	0.41624
CFHR3	ENSG00000116785	1.72e-11	1.603	-0.00094057	1.0633	1.0002
RP11-195F19.5	ENSG00000187186	0.015288	1.603	0.297	0.6634	0.84897
FAM96B	ENSG00000166595	0.003824	1.603	0.24942	0.73669	0.92945
SPATA31D1	ENSG00000214929	0.0038158	1.604	-5.269	0.73722	1.5223
GZMA	ENSG00000145649	2.0457e-06	1.604	0.1686	0.93625	0.96014
ADH1A	ENSG00000187758	1.7118e-11	1.604	0.006627	1.0636	0.99872
FAM122C	ENSG00000156500	0.00020902	1.604	-0.053389	0.83925	1.0185
RP11-770J1.4	ENSG00000255384	0.015279	1.604	0.70901	0.66357	0.77824
CLEC19A	ENSG00000261210	0.0037987	1.605	0.81479	0.73832	0.72636
EMC10	ENSG00000161671	9.4077e-11	1.605	0.11039	1.051	0.97512
TMEM88B	ENSG00000205116	0.43487	1.605	-0.5975	0.0	1.2953
FAM177B	ENSG00000197520	4.6111e-05	1.605	0.4185	0.87744	0.8688
DTWD2	ENSG00000169570	2.8104e-09	1.605	-1.3692	1.0204	1.3028
FAM83E	ENSG00000105523	9.4341e-11	1.605	0.24127	1.0507	0.96058
MS4A13	ENSG00000204979	4.6205e-05	1.605	0.13606	0.87711	0.95588
DPP7	ENSG00000176978	3.9946e-22	1.605	-1.1601	1.1853	1.1853
SPIN2B	ENSG00000186787	0.056895	1.605	1.73	0.56078	0.4438
ELMOD3	ENSG00000115459	5.0378e-16	1.606	0.39672	1.1287	0.92411
AL627309.1	ENSG00000237683	0.00090576	1.606	-0.7773	0.79488	1.2167
ZNF676	ENSG00000196109	0.18308	1.606	-1.2492	0.39352	1.2074
CCNI2	ENSG00000205089	7.8377e-08	1.606	1.1864	0.98423	0.74441
GAGE2D	ENSG00000240257	0.43441	1.606	0.15152	0.0	0.86018
RITA1	ENSG00000139405	0.003797	1.606	0.44515	0.73842	0.9049
NEU4	ENSG00000204099	4.0412e-07	1.606	-0.16206	0.96218	1.0247
OR51L1	ENSG00000176798	0.00090531	1.606	-0.10566	0.79499	1.0231
CLRN2	ENSG00000249581	2.0187e-06	1.606	0.26298	0.93795	0.93852
AC079612.1	ENSG00000196758	0.00020651	1.607	0.42467	0.84147	0.88352
RPL3L	ENSG00000140986	4.947e-16	1.607	-0.6865	1.1299	1.1177
SMDT1	ENSG00000183172	0.18284	1.607	-0.10139	0.39406	1.0349
C1orf56	ENSG00000143443	9.6918e-06	1.608	0.22874	0.91167	0.95402
PGK2	ENSG00000170950	9.6757e-06	1.608	-0.9215	0.9119	1.1754
PCDHA9	ENSG00000204961	1.8891e-24	1.608	-1.5523	1.2044	1.1824
TSPO2	ENSG00000112212	0.0008991	1.608	0.54975	0.79645	0.83661
CLEC18C	ENSG00000157335	0.00089881	1.608	0.32346	0.79652	0.90328
TBC1D7	ENSG00000145979	2.9441e-12	1.608	0.14441	1.0791	0.96913
TRIAP1	ENSG00000170855	0.056508	1.608	0.22605	0.56307	0.9032
GP6	ENSG00000088053	1.6361e-11	1.609	-0.41531	1.0672	1.0619
FRG2B	ENSG00000225899	0.18217	1.609	-0.31556	0.39552	1.0914
TEN1	ENSG00000257949	0.015092	1.609	0.74215	0.66709	0.75134
SLPI	ENSG00000124107	0.00089665	1.609	0.042258	0.79703	0.98599
C1orf186	ENSG00000196533	4.525e-05	1.609	0.4352	0.88049	0.8757
LILRA1	ENSG00000104974	7.3933e-20	1.609	-2.1664	1.1701	1.3649
C3orf79	ENSG00000237787	0.056297	1.61	0.048068	0.56434	0.97981
C2orf91	ENSG00000205086	0.00089143	1.61	0.34881	0.79828	0.87816
SLC22A9	ENSG00000149742	4.2676000000000004e-19	1.61	-1.2418	1.1636	1.2007
ACTRT1	ENSG00000123165	0.0037403	1.611	-1.2444	0.74213	1.2892
KIR2DL3	ENSG00000243772	2.6789e-09	1.611	-1.6755	1.0248	1.363
C19orf53	ENSG00000104979	0.056204	1.611	-1.5691	0.5649	1.5745
C8orf76	ENSG00000189376	1.5606e-14	1.611	0.0037978	1.114	0.99922
ASB11	ENSG00000165192	1.961e-06	1.611	-0.0022245	0.94168	1.0006
NIPSNAP3B	ENSG00000165028	4.9158e-10	1.611	0.27781	1.0408	0.93374
RARRES1	ENSG00000118849	2.6799e-09	1.611	0.82317	1.0248	0.79178
C13orf35	ENSG00000197595	0.014973	1.612	-0.035653	0.66935	1.0119
