human_ensembl_id,gene_name,mouse_ensembl_id,orthology_type,perc_id_human_to_mouse,perc_id_mouse_to_human,goc_score,wga_coverage
ENSG00000103227,LMF1,ENSMUSG00000002279,ortholog_one2one,78.1305,77.1777,100.0,100.0
ENSG00000143164,DCAF6,ENSMUSG00000026571,ortholog_one2one,80.2313,87.1005,100.0,99.06
ENSG00000114209,PDCD10,ENSMUSG00000027835,ortholog_one2one,99.5283,99.5283,100.0,100.0
ENSG00000105875,WDR91,ENSMUSG00000058486,ortholog_one2one,91.834,91.7112,75.0,100.0
ENSG00000141013,GAS8,ENSMUSG00000040220,ortholog_one2one,90.795,90.795,50.0,96.12
ENSG00000008394,MGST1,ENSMUSG00000008540,ortholog_one2one,82.5806,55.8952,100.0,92.92
ENSG00000115295,CLIP4,ENSMUSG00000024059,ortholog_one2one,87.5177,87.642,100.0,100.0
ENSG00000052344,PRSS8,ENSMUSG00000030800,ortholog_one2one,76.3848,77.2861,100.0,100.0
ENSG00000118407,FILIP1,ENSMUSG00000034898,ortholog_one2one,93.817,93.7397,100.0,100.0
ENSG00000124587,PEX6,ENSMUSG00000002763,ortholog_one2one,88.0612,87.9715,100.0,99.61
ENSG00000162009,SSTR5,ENSMUSG00000050824,ortholog_one2one,79.9451,80.3867,100.0,100.0
ENSG00000146755,TRIM50,ENSMUSG00000053388,ortholog_one2one,87.6797,88.2231,100.0,100.0
ENSG00000124067,SLC12A4,ENSMUSG00000017765,ortholog_one2one,96.2212,96.0442,100.0,100.0
ENSG00000137507,LRRC32,ENSMUSG00000090958,ortholog_one2one,79.6073,79.4872,100.0,100.0
ENSG00000111731,C2CD5,ENSMUSG00000030279,ortholog_one2one,92.2931,92.2053,100.0,100.0
ENSG00000135218,CD36,ENSMUSG00000002944,ortholog_one2one,84.1102,84.1102,100.0,100.0
ENSG00000133316,WDR74,ENSMUSG00000042729,ortholog_one2one,89.3506,89.5833,100.0,100.0
ENSG00000125458,NT5C,ENSMUSG00000020736,ortholog_one2one,83.0846,83.5,100.0,98.33
ENSG00000130810,PPAN,ENSMUSG00000004100,ortholog_one2one,73.7844,74.2553,100.0,99.97
ENSG00000196535,MYO18A,ENSMUSG00000000631,ortholog_one2one,73.7098,92.2046,75.0,100.0
ENSG00000151502,VPS26B,ENSMUSG00000031988,ortholog_one2one,99.1071,99.1071,100.0,100.0
ENSG00000213722,DDAH2,ENSMUSG00000007039,ortholog_one2one,97.193,97.193,75.0,100.0
ENSG00000167617,CDC42EP5,ENSMUSG00000063838,ortholog_one2one,79.7297,78.6667,100.0,100.0
ENSG00000142409,ZNF787,ENSMUSG00000046792,ortholog_one2one,92.6702,92.9134,75.0,100.0
ENSG00000125734,GPR108,ENSMUSG00000005823,ortholog_one2one,82.6888,78.9104,100.0,100.0
ENSG00000167771,RCOR2,ENSMUSG00000024968,ortholog_one2one,97.5143,97.5143,100.0,100.0
ENSG00000182272,B4GALNT4,ENSMUSG00000055629,ortholog_one2one,84.6006,85.0097,75.0,100.0
ENSG00000112079,STK38,ENSMUSG00000024006,ortholog_one2one,98.7097,98.7097,100.0,100.0
ENSG00000204257,HLA-DMA,ENSMUSG00000037649,ortholog_one2one,75.8621,75.8621,100.0,100.0
ENSG00000135596,MICAL1,ENSMUSG00000019823,ortholog_one2one,79.5689,81.0115,100.0,100.0
ENSG00000151348,EXT2,ENSMUSG00000027198,ortholog_one2one,95.4039,95.4039,100.0,100.0
ENSG00000090520,DNAJB11,ENSMUSG00000004460,ortholog_one2one,98.324,98.324,100.0,100.0
ENSG00000070950,RAD18,ENSMUSG00000030254,ortholog_one2one,74.1414,66.0072,100.0,96.19
ENSG00000198440,ZNF583,ENSMUSG00000030443,ortholog_one2one,82.6011,82.7465,25.0,100.0
ENSG00000079263,SP140,ENSMUSG00000026222,ortholog_one2one,22.9527,33.6717,100.0,4.16
ENSG00000104783,KCNN4,ENSMUSG00000054342,ortholog_one2one,86.8852,87.2941,75.0,100.0
ENSG00000103415,HMOX2,ENSMUSG00000004070,ortholog_one2one,88.924,89.2064,100.0,100.0
ENSG00000181092,ADIPOQ,ENSMUSG00000022878,ortholog_one2one,83.1967,82.1862,100.0,100.0
ENSG00000168026,TTC21A,ENSMUSG00000032514,ortholog_one2one,77.0754,77.0167,100.0,100.0
ENSG00000104853,CLPTM1,ENSMUSG00000002981,ortholog_one2one,94.4694,95.1807,100.0,100.0
ENSG00000109072,VTN,ENSMUSG00000017344,ortholog_one2one,74.0586,74.0586,100.0,99.54
ENSG00000110328,GALNT18,ENSMUSG00000038296,ortholog_one2one,98.5173,98.5173,100.0,100.0
ENSG00000144959,NCEH1,ENSMUSG00000027698,ortholog_one2one,87.5,87.5,100.0,100.0
ENSG00000087111,PIGS,ENSMUSG00000041958,ortholog_one2one,91.8919,91.8919,100.0,100.0
ENSG00000114770,ABCC5,ENSMUSG00000022822,ortholog_one2one,94.9896,95.0557,100.0,100.0
ENSG00000050165,DKK3,ENSMUSG00000030772,ortholog_one2one,82.2857,82.5215,100.0,100.0
ENSG00000167685,ZNF444,ENSMUSG00000044876,ortholog_one2one,84.0979,83.0816,75.0,100.0
ENSG00000108771,DHX58,ENSMUSG00000017830,ortholog_one2one,78.6136,78.6136,100.0,100.0
ENSG00000104879,CKM,ENSMUSG00000030399,ortholog_one2one,96.5879,96.5879,100.0,100.0
ENSG00000168288,MMADHC,ENSMUSG00000026766,ortholog_one2one,93.5811,93.5811,100.0,100.0
ENSG00000161031,PGLYRP2,ENSMUSG00000079563,ortholog_one2one,67.1875,73.0189,100.0,100.0
ENSG00000185615,PDIA2,ENSMUSG00000024184,ortholog_one2one,78.4762,78.1784,100.0,100.0
ENSG00000155592,ZKSCAN2,ENSMUSG00000030757,ortholog_one2one,80.9721,81.5625,100.0,100.0
ENSG00000184009,ACTG1,ENSMUSG00000062825,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000105643,ARRDC2,ENSMUSG00000002910,ortholog_one2one,80.5897,80.5897,100.0,100.0
ENSG00000162065,TBC1D24,ENSMUSG00000036473,ortholog_one2one,92.6655,92.3351,100.0,100.0
ENSG00000115841,RMDN2,ENSMUSG00000036368,ortholog_one2one,79.5122,79.5122,100.0,100.0
ENSG00000140682,TGFB1I1,ENSMUSG00000030782,ortholog_one2one,91.3232,91.3232,100.0,100.0
ENSG00000062822,POLD1,ENSMUSG00000038644,ortholog_one2one,89.5212,89.6833,75.0,100.0
ENSG00000182749,PAQR7,ENSMUSG00000037348,ortholog_one2one,82.3699,82.6087,100.0,100.0
ENSG00000272886,DCP1A,ENSMUSG00000021962,ortholog_one2one,89.3471,86.3787,100.0,100.0
ENSG00000162889,MAPKAPK2,ENSMUSG00000016528,ortholog_one2one,89.75,93.0052,100.0,100.0
ENSG00000172243,CLEC7A,ENSMUSG00000079293,ortholog_one2one,48.9879,60.804,100.0,100.0
ENSG00000162227,TAF6L,ENSMUSG00000003680,ortholog_one2one,92.7653,92.6164,75.0,99.86
ENSG00000168917,SLC35G2,ENSMUSG00000070287,ortholog_one2one,92.233,92.233,100.0,100.0
ENSG00000130762,ARHGEF16,ENSMUSG00000029032,ortholog_one2one,81.6643,81.2062,100.0,100.0
ENSG00000156976,EIF4A2,ENSMUSG00000022884,ortholog_one2one,100.0,100.0,75.0,100.0
ENSG00000239305,RNF103,ENSMUSG00000052656,ortholog_one2one,95.4744,95.754,100.0,100.0
ENSG00000170581,STAT2,ENSMUSG00000040033,ortholog_one2one,69.2127,63.8829,100.0,100.0
ENSG00000006607,FARP2,ENSMUSG00000034066,ortholog_one2one,83.5863,82.723,100.0,100.0
ENSG00000110429,FBXO3,ENSMUSG00000027180,ortholog_one2one,95.1168,93.3333,100.0,100.0
ENSG00000116478,HDAC1,ENSMUSG00000028800,ortholog_one2one,99.3776,99.3776,100.0,100.0
ENSG00000162032,SPSB3,ENSMUSG00000024160,ortholog_one2one,88.7324,88.983,100.0,100.0
ENSG00000141030,COPS3,ENSMUSG00000019373,ortholog_one2one,99.5272,99.5272,100.0,100.0
ENSG00000197580,BCO2,ENSMUSG00000032066,ortholog_one2one,74.7841,81.391,75.0,100.0
ENSG00000175048,ZDHHC14,ENSMUSG00000034265,ortholog_one2one,94.8771,94.683,100.0,100.0
ENSG00000117143,UAP1,ENSMUSG00000026670,ortholog_one2one,93.4866,93.4866,100.0,100.0
ENSG00000135521,LTV1,ENSMUSG00000019814,ortholog_one2one,85.4737,86.383,100.0,100.0
ENSG00000114745,GORASP1,ENSMUSG00000032513,ortholog_one2one,82.7273,81.6143,100.0,100.0
ENSG00000161999,JMJD8,ENSMUSG00000025736,ortholog_one2one,82.197,80.0738,100.0,100.0
ENSG00000137409,MTCH1,ENSMUSG00000024012,ortholog_one2one,98.2005,98.2005,100.0,100.0
ENSG00000126749,EMG1,ENSMUSG00000004268,ortholog_one2one,88.9344,88.9344,100.0,100.0
ENSG00000138385,SSB,ENSMUSG00000068882,ortholog_one2one,79.6569,78.3133,100.0,100.0
ENSG00000137310,TCF19,ENSMUSG00000050410,ortholog_one2one,60.5797,79.4677,100.0,96.12
ENSG00000174233,ADCY6,ENSMUSG00000022994,ortholog_one2one,94.4349,94.4349,100.0,100.0
ENSG00000112655,PTK7,ENSMUSG00000023972,ortholog_one2one,91.7757,92.467,75.0,100.0
ENSG00000084090,STARD7,ENSMUSG00000027367,ortholog_one2one,92.1622,91.4209,100.0,100.0
ENSG00000073921,PICALM,ENSMUSG00000039361,ortholog_one2one,97.6994,96.5152,100.0,100.0
ENSG00000198520,ARMH1,ENSMUSG00000060268,ortholog_one2one,77.0455,76.8708,100.0,100.0
ENSG00000135476,ESPL1,ENSMUSG00000058290,ortholog_one2one,77.2642,77.3371,100.0,100.0
ENSG00000103266,STUB1,ENSMUSG00000039615,ortholog_one2one,97.6898,97.3684,100.0,100.0
ENSG00000181856,SLC2A4,ENSMUSG00000018566,ortholog_one2one,95.2849,95.2849,100.0,100.0
ENSG00000176597,B3GNT5,ENSMUSG00000022686,ortholog_one2one,79.1005,79.5213,50.0,100.0
ENSG00000058668,ATP2B4,ENSMUSG00000026463,ortholog_one2one,84.6473,84.6473,100.0,100.0
ENSG00000162924,REL,ENSMUSG00000020275,ortholog_one2one,76.1499,76.0204,100.0,100.0
ENSG00000198336,MYL4,ENSMUSG00000061086,ortholog_one2one,89.3401,91.1917,50.0,100.0
ENSG00000114331,ACAP2,ENSMUSG00000049076,ortholog_one2one,95.2442,92.0497,100.0,100.0
ENSG00000139163,ETNK1,ENSMUSG00000030275,ortholog_one2one,93.9394,93.9394,100.0,100.0
ENSG00000058600,POLR3E,ENSMUSG00000030880,ortholog_one2one,92.5141,92.2535,75.0,100.0
ENSG00000139405,RITA1,ENSMUSG00000029600,ortholog_one2one,63.5688,67.5889,100.0,100.0
ENSG00000055332,EIF2AK2,ENSMUSG00000024079,ortholog_one2one,56.8058,60.7767,100.0,97.19
ENSG00000004142,POLDIP2,ENSMUSG00000001100,ortholog_one2one,95.1087,95.1087,100.0,100.0
ENSG00000070961,ATP2B1,ENSMUSG00000019943,ortholog_one2one,99.5082,99.5082,75.0,100.0
ENSG00000087903,RFX2,ENSMUSG00000024206,ortholog_one2one,87.6902,88.424,25.0,99.89
ENSG00000186532,SMYD4,ENSMUSG00000018809,ortholog_one2one,71.7662,72.2153,100.0,100.0
ENSG00000143457,GOLPH3L,ENSMUSG00000046519,ortholog_one2one,95.0877,95.0877,100.0,100.0
ENSG00000171790,SLFNL1,ENSMUSG00000047518,ortholog_one2one,73.2187,72.6829,100.0,99.25
ENSG00000167281,RBFOX3,ENSMUSG00000025576,ortholog_one2one,96.9359,93.0481,100.0,100.0
ENSG00000163913,IFT122,ENSMUSG00000030323,ortholog_one2one,91.0556,91.0556,100.0,100.0
ENSG00000077549,CAPZB,ENSMUSG00000028745,ortholog_one2one,99.6324,90.0332,100.0,100.0
ENSG00000104888,SLC17A7,ENSMUSG00000070570,ortholog_one2one,98.5714,98.5714,100.0,100.0
ENSG00000177990,DPY19L2,ENSMUSG00000085576,ortholog_one2one,78.628,77.1022,0.0,100.0
ENSG00000170049,KCNAB3,ENSMUSG00000018470,ortholog_one2one,93.0693,93.0693,100.0,100.0
ENSG00000133317,LGALS12,ENSMUSG00000024972,ortholog_one2one,81.2102,81.2102,100.0,100.0
ENSG00000031698,SARS1,ENSMUSG00000068739,ortholog_one2one,95.5253,95.8984,100.0,100.0
ENSG00000109079,TNFAIP1,ENSMUSG00000017615,ortholog_one2one,97.1519,97.1519,100.0,100.0
ENSG00000120262,CCDC170,ENSMUSG00000019767,ortholog_one2one,68.2517,67.59,100.0,100.0
ENSG00000163541,SUCLG1,ENSMUSG00000052738,ortholog_one2one,92.1965,92.1965,50.0,100.0
ENSG00000180917,CMTR2,ENSMUSG00000046441,ortholog_one2one,79.0909,79.4003,100.0,100.0
ENSG00000109906,ZBTB16,ENSMUSG00000066687,ortholog_one2one,96.7311,96.7311,100.0,100.0
ENSG00000130348,QRSL1,ENSMUSG00000019863,ortholog_one2one,88.0682,88.5714,100.0,100.0
ENSG00000154174,TOMM70,ENSMUSG00000022752,ortholog_one2one,93.2566,92.7987,100.0,100.0
ENSG00000197912,SPG7,ENSMUSG00000000738,ortholog_one2one,86.7924,88.3483,100.0,100.0
ENSG00000204574,ABCF1,ENSMUSG00000038762,ortholog_one2one,91.2426,92.1147,100.0,95.2
ENSG00000196510,ANAPC7,ENSMUSG00000029466,ortholog_one2one,98.2301,98.2301,100.0,100.0
ENSG00000105705,SUGP1,ENSMUSG00000011306,ortholog_one2one,89.1473,89.4246,100.0,100.0
ENSG00000109111,SUPT6H,ENSMUSG00000002052,ortholog_one2one,98.0881,98.0881,100.0,100.0
ENSG00000071282,LMCD1,ENSMUSG00000057604,ortholog_one2one,92.8767,92.8767,100.0,100.0
ENSG00000187231,SESTD1,ENSMUSG00000042272,ortholog_one2one,98.2759,98.2759,100.0,100.0
ENSG00000075239,ACAT1,ENSMUSG00000032047,ortholog_one2one,84.0749,84.6698,100.0,95.52
ENSG00000077097,TOP2B,ENSMUSG00000017485,ortholog_one2one,95.6335,96.464,100.0,100.0
ENSG00000186283,TOR3A,ENSMUSG00000060519,ortholog_one2one,67.5063,69.6104,100.0,100.0
ENSG00000011523,CEP68,ENSMUSG00000044066,ortholog_one2one,60.2378,62.2101,100.0,100.0
ENSG00000153956,CACNA2D1,ENSMUSG00000040118,ortholog_one2one,95.7837,94.7416,100.0,100.0
ENSG00000059588,TARBP1,ENSMUSG00000090290,ortholog_one2one,71.9926,73.9075,100.0,100.0
ENSG00000110057,UNC93B1,ENSMUSG00000036908,ortholog_one2one,90.7873,90.6355,100.0,100.0
ENSG00000163328,GPR155,ENSMUSG00000041762,ortholog_one2one,89.7701,89.977,100.0,100.0
ENSG00000135678,CPM,ENSMUSG00000020183,ortholog_one2one,84.8758,84.8758,100.0,100.0
ENSG00000178078,STAP2,ENSMUSG00000038781,ortholog_one2one,70.4715,69.0998,100.0,100.0
ENSG00000172830,SSH3,ENSMUSG00000034616,ortholog_one2one,79.8179,80.5513,100.0,100.0
ENSG00000130340,SNX9,ENSMUSG00000002365,ortholog_one2one,90.7563,90.7563,100.0,96.66
ENSG00000085465,OVGP1,ENSMUSG00000074340,ortholog_one2one,57.9646,54.5076,100.0,95.97
ENSG00000265808,SEC22B,ENSMUSG00000027879,ortholog_one2one,100.0,100.0,50.0,100.0
ENSG00000111144,LTA4H,ENSMUSG00000015889,ortholog_one2one,92.7987,92.7987,100.0,100.0
ENSG00000198797,BRINP2,ENSMUSG00000004031,ortholog_one2one,94.7637,94.7637,100.0,100.0
ENSG00000197024,ZNF398,ENSMUSG00000062519,ortholog_one2one,91.433,91.2908,100.0,100.0
ENSG00000091140,DLD,ENSMUSG00000020664,ortholog_one2one,94.8919,94.8919,75.0,100.0
ENSG00000143643,TTC13,ENSMUSG00000037300,ortholog_one2one,92.7907,94.5498,100.0,100.0
ENSG00000241553,ARPC4,ENSMUSG00000079426,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000131097,HIGD1B,ENSMUSG00000020928,ortholog_one2one,76.7677,77.551,100.0,100.0
ENSG00000019485,PRDM11,ENSMUSG00000075028,ortholog_one2one,94.0527,94.4539,100.0,100.0
ENSG00000124839,RAB17,ENSMUSG00000026304,ortholog_one2one,75.0,74.2991,100.0,100.0
ENSG00000172543,CTSW,ENSMUSG00000024910,ortholog_one2one,68.0851,69.0027,100.0,100.0
ENSG00000141127,PRPSAP2,ENSMUSG00000020528,ortholog_one2one,98.916,98.916,25.0,100.0
ENSG00000171148,TADA3,ENSMUSG00000048930,ortholog_one2one,99.3056,99.3056,100.0,100.0
ENSG00000250067,YJEFN3,ENSMUSG00000048967,ortholog_one2one,67.893,80.8765,100.0,87.38
ENSG00000146457,WTAP,ENSMUSG00000060475,ortholog_one2one,96.2121,96.2121,75.0,100.0
ENSG00000110675,ELMOD1,ENSMUSG00000041986,ortholog_one2one,94.012,96.319,50.0,100.0
ENSG00000138035,PNPT1,ENSMUSG00000020464,ortholog_one2one,91.1877,91.1877,100.0,100.0
ENSG00000256269,HMBS,ENSMUSG00000032126,ortholog_one2one,90.8587,90.8587,100.0,99.64
ENSG00000257103,LSM14A,ENSMUSG00000066568,ortholog_one2one,93.3045,93.5065,100.0,100.0
ENSG00000078401,EDN1,ENSMUSG00000021367,ortholog_one2one,69.3396,72.7723,100.0,100.0
ENSG00000182580,EPHB3,ENSMUSG00000005958,ortholog_one2one,96.3928,96.8781,100.0,100.0
ENSG00000166501,PRKCB,ENSMUSG00000052889,ortholog_one2one,98.8113,98.8113,100.0,100.0
ENSG00000118503,TNFAIP3,ENSMUSG00000019850,ortholog_one2one,87.9747,89.6774,100.0,100.0
ENSG00000183696,UPP1,ENSMUSG00000020407,ortholog_one2one,78.7097,78.4566,100.0,97.14
ENSG00000163636,PSMD6,ENSMUSG00000021737,ortholog_one2one,97.9434,97.9434,50.0,100.0
ENSG00000118495,PLAGL1,ENSMUSG00000019817,ortholog_one2one,71.0583,46.733,100.0,93.67
ENSG00000077463,SIRT6,ENSMUSG00000034748,ortholog_one2one,83.3803,88.6228,25.0,100.0
ENSG00000160808,MYL3,ENSMUSG00000059741,ortholog_one2one,95.8974,91.6667,100.0,100.0
ENSG00000131148,EMC8,ENSMUSG00000031819,ortholog_one2one,91.9048,93.2367,100.0,100.0
ENSG00000135763,URB2,ENSMUSG00000031976,ortholog_one2one,71.6535,71.6535,100.0,100.0
ENSG00000139626,ITGB7,ENSMUSG00000001281,ortholog_one2one,86.0902,85.2357,100.0,100.0
ENSG00000167191,GPRC5B,ENSMUSG00000008734,ortholog_one2one,84.1191,82.4818,100.0,100.0
ENSG00000187608,ISG15,ENSMUSG00000035692,ortholog_one2one,61.8182,63.354,100.0,100.0
ENSG00000152904,GGPS1,ENSMUSG00000021302,ortholog_one2one,93.6667,93.6667,75.0,100.0
ENSG00000130005,GAMT,ENSMUSG00000020150,ortholog_one2one,87.7119,87.7119,100.0,100.0
ENSG00000159164,SV2A,ENSMUSG00000038486,ortholog_one2one,98.9218,98.9218,100.0,100.0
ENSG00000039523,RIPOR1,ENSMUSG00000038604,ortholog_one2one,80.7219,80.4579,100.0,100.0
ENSG00000075790,BCAP29,ENSMUSG00000020650,ortholog_one2one,82.1577,82.5,100.0,100.0
ENSG00000163681,SLMAP,ENSMUSG00000021870,ortholog_one2one,92.399,92.071,50.0,100.0
ENSG00000105655,ISYNA1,ENSMUSG00000019139,ortholog_one2one,88.3513,88.5099,100.0,100.0
ENSG00000116711,PLA2G4A,ENSMUSG00000056220,ortholog_one2one,94.3925,94.5187,100.0,100.0
ENSG00000139160,ETFBKMT,ENSMUSG00000039958,ortholog_one2one,76.7176,78.8235,100.0,100.0
ENSG00000175224,ATG13,ENSMUSG00000027244,ortholog_one2one,82.0,94.1545,100.0,100.0
ENSG00000157837,SPPL3,ENSMUSG00000029550,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000006451,RALA,ENSMUSG00000008859,ortholog_one2one,99.5146,99.5146,100.0,100.0
ENSG00000069702,TGFBR3,ENSMUSG00000029287,ortholog_one2one,81.4336,81.5294,100.0,100.0
ENSG00000173208,ABCD2,ENSMUSG00000055782,ortholog_one2one,93.9189,93.7922,100.0,100.0
ENSG00000115204,MPV17,ENSMUSG00000107283,ortholog_one2one,92.0455,91.0112,100.0,100.0
ENSG00000151135,TMEM263,ENSMUSG00000060935,ortholog_one2one,96.5517,97.3913,100.0,100.0
ENSG00000160633,SAFB,ENSMUSG00000071054,ortholog_one2one,86.2595,84.2385,75.0,100.0
ENSG00000171130,ATP6V0E2,ENSMUSG00000039347,ortholog_one2one,67.9012,49.1071,100.0,100.0
ENSG00000106018,VIPR2,ENSMUSG00000011171,ortholog_one2one,86.0731,86.27,50.0,100.0
ENSG00000102189,EEA1,ENSMUSG00000036499,ortholog_one2one,85.9674,85.9674,100.0,99.91
ENSG00000106327,TFR2,ENSMUSG00000029716,ortholog_one2one,84.769,85.0877,100.0,100.0
ENSG00000135093,USP30,ENSMUSG00000029592,ortholog_one2one,89.7486,89.7486,100.0,100.0
ENSG00000141294,LRRC46,ENSMUSG00000020878,ortholog_one2one,70.405,69.969,100.0,100.0
ENSG00000133026,MYH10,ENSMUSG00000020900,ortholog_one2one,97.5585,99.0891,100.0,100.0
ENSG00000119185,ITGB1BP1,ENSMUSG00000062352,ortholog_one2one,94.0,94.0,50.0,100.0
ENSG00000263528,IKBKE,ENSMUSG00000042349,ortholog_one2one,83.3799,83.2636,100.0,100.0
ENSG00000242173,ARHGDIG,ENSMUSG00000073433,ortholog_one2one,79.5556,79.5556,100.0,100.0
ENSG00000151148,UBE3B,ENSMUSG00000029577,ortholog_one2one,92.3221,92.1495,100.0,100.0
ENSG00000176715,ACSF3,ENSMUSG00000015016,ortholog_one2one,78.9931,78.0446,100.0,100.0
ENSG00000214097,SMCO1,ENSMUSG00000046345,ortholog_one2one,75.7009,75.7009,100.0,100.0
ENSG00000168334,XIRP1,ENSMUSG00000079243,ortholog_one2one,69.5605,70.7115,100.0,100.0
ENSG00000144655,CSRNP1,ENSMUSG00000032515,ortholog_one2one,74.1936,74.9571,100.0,100.0
ENSG00000154743,TSEN2,ENSMUSG00000042389,ortholog_one2one,68.8172,69.5652,100.0,100.0
ENSG00000134202,GSTM3,ENSMUSG00000004032,ortholog_one2one,87.5556,87.9464,75.0,100.0
ENSG00000140650,PMM2,ENSMUSG00000022711,ortholog_one2one,89.8374,91.3223,100.0,100.0
ENSG00000153558,FBXL2,ENSMUSG00000032507,ortholog_one2one,95.9811,95.9811,100.0,100.0
ENSG00000163531,NFASC,ENSMUSG00000026442,ortholog_one2one,96.2097,88.5672,100.0,100.0
ENSG00000065457,ADAT1,ENSMUSG00000031949,ortholog_one2one,77.6892,78.1563,100.0,100.0
ENSG00000103326,CAPN15,ENSMUSG00000037326,ortholog_one2one,88.3057,80.1839,100.0,100.0
ENSG00000163512,AZI2,ENSMUSG00000039285,ortholog_one2one,84.4388,81.7284,100.0,100.0
ENSG00000115665,SLC5A7,ENSMUSG00000023945,ortholog_one2one,92.931,92.931,75.0,100.0
ENSG00000125124,BBS2,ENSMUSG00000031755,ortholog_one2one,90.0139,90.0139,100.0,100.0
ENSG00000136240,KDELR2,ENSMUSG00000079111,ortholog_one2one,98.5849,98.5849,100.0,100.0
ENSG00000171551,ECEL1,ENSMUSG00000026247,ortholog_one2one,94.5806,94.5806,75.0,100.0
ENSG00000166006,KCNC2,ENSMUSG00000035681,ortholog_one2one,97.4922,96.8847,100.0,100.0
ENSG00000162458,FBLIM1,ENSMUSG00000006219,ortholog_one2one,78.0161,77.6,100.0,93.04
ENSG00000105856,HBP1,ENSMUSG00000002996,ortholog_one2one,95.1362,92.9658,75.0,100.0
ENSG00000138495,COX17,ENSMUSG00000046516,ortholog_one2one,92.0635,92.0635,100.0,100.0
ENSG00000184967,NOC4L,ENSMUSG00000033294,ortholog_one2one,79.0698,79.0698,100.0,100.0
ENSG00000130304,SLC27A1,ENSMUSG00000031808,ortholog_one2one,89.4737,89.4737,100.0,100.0
ENSG00000163935,SFMBT1,ENSMUSG00000006527,ortholog_one2one,88.7991,89.1078,100.0,100.0
ENSG00000115808,STRN,ENSMUSG00000024077,ortholog_one2one,96.7949,96.7949,100.0,100.0
ENSG00000178449,COX14,ENSMUSG00000023020,ortholog_one2one,80.7018,80.7018,100.0,100.0
ENSG00000182196,ARL6IP4,ENSMUSG00000029404,ortholog_one2one,81.4346,84.2795,100.0,100.0
ENSG00000163719,MTMR14,ENSMUSG00000030269,ortholog_one2one,90.3077,90.5864,100.0,100.0
ENSG00000105379,ETFB,ENSMUSG00000004610,ortholog_one2one,92.1569,92.1569,100.0,100.0
ENSG00000115419,GLS,ENSMUSG00000026103,ortholog_one2one,95.3662,94.6588,100.0,100.0
ENSG00000234545,FAM133B,ENSMUSG00000058503,ortholog_one2one,87.4494,88.1633,75.0,100.0
ENSG00000136630,HLX,ENSMUSG00000039377,ortholog_one2one,86.4754,88.6555,100.0,100.0
ENSG00000072062,PRKACA,ENSMUSG00000005469,ortholog_one2one,98.0057,98.0057,100.0,100.0
ENSG00000084676,NCOA1,ENSMUSG00000020647,ortholog_one2one,88.966,91.2456,100.0,100.0
ENSG00000173039,RELA,ENSMUSG00000024927,ortholog_one2one,88.7477,89.071,100.0,100.0
ENSG00000129351,ILF3,ENSMUSG00000032178,ortholog_one2one,92.9844,91.6575,100.0,99.51
ENSG00000153207,AHCTF1,ENSMUSG00000026491,ortholog_one2one,70.5207,71.2439,50.0,100.0
ENSG00000011638,LDAF1,ENSMUSG00000030917,ortholog_one2one,69.5652,69.5652,100.0,100.0
ENSG00000074660,SCARF1,ENSMUSG00000038188,ortholog_one2one,71.0843,71.9512,100.0,100.0
ENSG00000078487,ZCWPW1,ENSMUSG00000037108,ortholog_one2one,59.4761,61.2698,50.0,99.8
ENSG00000087263,OGFOD1,ENSMUSG00000033009,ortholog_one2one,83.0258,82.5688,100.0,100.0
ENSG00000163536,SERPINI1,ENSMUSG00000027834,ortholog_one2one,86.3415,86.3415,75.0,100.0
ENSG00000141699,RETREG3,ENSMUSG00000017802,ortholog_one2one,91.2017,91.2017,100.0,100.0
ENSG00000137731,FXYD2,ENSMUSG00000059412,ortholog_one2one,71.2121,73.4375,100.0,100.0
ENSG00000122180,MYOG,ENSMUSG00000026459,ortholog_one2one,95.0893,95.0893,100.0,100.0
ENSG00000156171,DRAM2,ENSMUSG00000027900,ortholog_one2one,86.0902,85.7678,100.0,100.0
ENSG00000108587,GOSR1,ENSMUSG00000010392,ortholog_one2one,97.5806,96.8,50.0,100.0
ENSG00000132604,TERF2,ENSMUSG00000031921,ortholog_one2one,85.0554,85.2126,100.0,100.0
ENSG00000157445,CACNA2D3,ENSMUSG00000021991,ortholog_one2one,98.0752,98.0752,100.0,100.0
ENSG00000188037,CLCN1,ENSMUSG00000029862,ortholog_one2one,87.8542,87.3239,100.0,100.0
ENSG00000005187,ACSM3,ENSMUSG00000030935,ortholog_one2one,85.3242,86.2069,50.0,99.89
ENSG00000163093,BBS5,ENSMUSG00000063145,ortholog_one2one,96.4809,96.4809,100.0,100.0
ENSG00000254772,EEF1G,ENSMUSG00000071644,ortholog_one2one,98.1693,98.1693,100.0,100.0
ENSG00000138468,SENP7,ENSMUSG00000052917,ortholog_one2one,70.4762,71.3597,100.0,98.95
ENSG00000284691,,ENSMUSG00000053297,ortholog_one2one,94.0887,94.0887,100.0,100.0
ENSG00000105866,SP4,ENSMUSG00000025323,ortholog_one2one,97.449,97.6982,100.0,100.0
ENSG00000129657,SEC14L1,ENSMUSG00000020823,ortholog_one2one,94.8252,94.2976,100.0,100.0
