gene_symbol_human,ensembl_id,chrom,tss,phastcons_100way_2kb
TTC5,ENSG00000136319,chr14,20305963,0.0717327500967076
STX2,ENSG00000111450,chr12,130839265,0.017438000039750476
RANGRF,ENSG00000108961,chr17,8288631,0.2693807500829571
NEDD9,ENSG00000111859,chr6,11382348,0.06180465232242894
ZFTA,ENSG00000188070,chr11,63768795,0.15397100003491504
XRCC1,ENSG00000073050,chr19,43580473,0.09721850004242151
CALM3,ENSG00000160014,chr19,46601074,0.177807000155095
ANKDD1A,ENSG00000166839,chr15,64911861,0.08337775001881528
UACA,ENSG00000137831,chr15,70763564,0.08284700007364154
TXNDC15,ENSG00000113621,chr5,134874318,0.04945999996169121
PARP16,ENSG00000138617,chr15,65300618,0.14504550022838522
ENTPD7,ENSG00000198018,chr10,99659415,0.09592975003467291
GRIN2C,ENSG00000161509,chr17,74861767,0.11499275001109345
AKAP10,ENSG00000108599,chr17,19978343,0.13794825009696068
NCKAP5L,ENSG00000167566,chr12,49828750,0.26133275020404834
PSMA3,ENSG00000100567,chr14,58244740,0.04864675000711577
MTFMT,ENSG00000103707,chr15,65029643,0.0472245000610128
IRF9,ENSG00000213928,chr14,24161101,0.1904042500111973
SLC25A35,ENSG00000125434,chr17,8295410,0.26676150025959944
MTCH2,ENSG00000109919,chr11,47642698,0.12894825007824692
ARHGEF1,ENSG00000076928,chr19,41883079,0.15717899990617298
CLCN6,ENSG00000011021,chr1,11806096,0.11780050008761464
LIN9,ENSG00000183814,chr1,226309869,0.11924900011561113
ACBD4,ENSG00000181513,chr17,45132600,0.039581750110461146
GJB4,ENSG00000189433,chr1,34759740,0.18009800009964966
USP28,ENSG00000048028,chr11,113875590,0.07512675002330797
NUDCD1,ENSG00000120526,chr8,109334129,0.1965670000060345
PSMB6,ENSG00000142507,chr17,4796144,0.1800271319411033
SEC61G,ENSG00000132432,chr7,54759974,0.03461525004045689
HADHB,ENSG00000138029,chr2,26243170,0.07661925007423269
MAPK13,ENSG00000156711,chr6,36127809,0.05043800002589705
TMEM258,ENSG00000134825,chr11,61792802,0.08585050012369175
SIAE,ENSG00000110013,chr11,124695707,0.12889575015593435
HEATR3,ENSG00000155393,chr16,50065964,0.10324450002345839
MFGE8,ENSG00000140545,chr15,88913468,0.08732925008138409
AFTPH,ENSG00000119844,chr2,64524289,0.2472350002171297
SLC34A2,ENSG00000157765,chr4,25648011,0.07456225011887728
TMED4,ENSG00000158604,chr7,44582287,0.15675025001785253
MAFK,ENSG00000198517,chr7,1530702,0.022243750029068907
ZMIZ1,ENSG00000108175,chr10,79068929,0.2836797502594418
POP7,ENSG00000172336,chr7,100705445,0.16380075006501282
EFEMP2,ENSG00000172638,chr11,65878497,0.04305700009092107
RAB30,ENSG00000137502,chr11,83071923,0.33521475012469454
ASCC1,ENSG00000138303,chr10,72217653,0.10219950003066333
CHST15,ENSG00000182022,chr10,124093698,0.1997285001378332
ELP4,ENSG00000109911,chr11,31509755,0.13417250007533585
CRHR1,ENSG00000120088,chr17,45784277,0.06452050009081722
ATP6V1A,ENSG00000114573,chr3,113746770,0.23521675012510967
GIMAP1,ENSG00000213203,chr7,150716606,0.023660250038286902
RAI14,ENSG00000039560,chr5,34656328,0.10336850016095558
SMAD6,ENSG00000137834,chr15,66702236,0.4517020001065393
STPG3,ENSG00000197768,chr9,137250608,0.054947750026738504
KAT6A,ENSG00000083168,chr8,42051998,0.1090197501341754
BEGAIN,ENSG00000183092,chr14,100587417,0.08387274987145793
CDK19,ENSG00000155111,chr6,110815958,0.2098475000265753
GPAA1,ENSG00000197858,chr8,144082337,0.2732567501134763
WDR76,ENSG00000092470,chr15,43824498,0.06327700004601503
CISD3,ENSG00000277972,chr17,38730318,0.16004975013111836
NNMT,ENSG00000166741,chr11,114257765,0.15626950002179366
LSMEM2,ENSG00000179564,chr3,50279030,0.05630425001375261
VPS52,ENSG00000223501,chr6,33272047,0.1504035001991142
NFYA,ENSG00000001167,chr6,41072946,0.24123725001595447
TMEM165,ENSG00000134851,chr4,55395652,0.109556000208162
HIRIP3,ENSG00000149929,chr16,29996120,0.16712025006941986
MYO5C,ENSG00000128833,chr15,52295815,0.04762925003035343
TMED2,ENSG00000086598,chr12,123584526,0.13949950007614098
MAGOH,ENSG00000162385,chr1,53238621,0.07217225008143578
PDGFC,ENSG00000145431,chr4,156971799,0.30203100022353463
SERPINH1,ENSG00000149257,chr11,75561564,0.07477325003925944
TMEM260,ENSG00000070269,chr14,56488354,0.01870125003004796
NCLN,ENSG00000125912,chr19,3185563,0.10268574995276868
SLC18B1,ENSG00000146409,chr6,132813339,0.11418175010249251
CC2D1A,ENSG00000132024,chr19,13906160,0.10228275006695185
PCGF3,ENSG00000185619,chr4,705748,0.034173000037757445
S100A10,ENSG00000197747,chr1,151993859,0.09420550008417922
ETV6,ENSG00000139083,chr12,11649623,0.2976677500967344
AFG1L,ENSG00000135537,chr6,108294926,0.11589649997997913
MLLT11,ENSG00000213190,chr1,151057871,0.20228525014140178
TNFAIP2,ENSG00000185215,chr14,103121407,0.01623250003386056
TNS3,ENSG00000136205,chr7,47582558,0.04970900003085262
ADCK5,ENSG00000173137,chr8,144373101,0.027109500059043057
GSDMD,ENSG00000104518,chr8,143553207,0.013969500012957724
TACC3,ENSG00000013810,chr4,1712858,0.09349625009851298
PEX19,ENSG00000162735,chr1,160286348,0.052915000108012464
CCT4,ENSG00000115484,chr2,61888696,0.0662267501244205
COCH,ENSG00000100473,chr14,30874438,0.09503350006282563
KCNK1,ENSG00000135750,chr1,233614106,0.15179675008094637
SYT16,ENSG00000139973,chr14,61811849,0.08423250015152735
VSTM4,ENSG00000165633,chr10,49115522,0.022810499998740852
TMEM106C,ENSG00000134291,chr12,47963569,0.10582350004959153
STOM,ENSG00000148175,chr9,121370304,0.08480725002239342
SEC63,ENSG00000025796,chr6,107958309,0.15083475007652306
NMNAT2,ENSG00000157064,chr1,183418380,0.13450450010909118
VWA5B1,ENSG00000158816,chr1,20290875,0.09161125011910917
RPL23A,ENSG00000198242,chr17,28719983,0.11863600001164014
SMUG1,ENSG00000123415,chr12,54189008,0.04469399998037261
UTP6,ENSG00000108651,chr17,31901746,0.08673475002951454
FIGNL2,ENSG00000261308,chr12,51848718,0.14513400016477682
TMEM139,ENSG00000178826,chr7,143279937,0.07132650005473988
RLIG1,ENSG00000133641,chr12,88033846,0.10552775017387467
MANBA,ENSG00000109323,chr4,102760999,0.03462774997498491
FAM184B,ENSG00000047662,chr4,17781621,0.12983225003111876
ARF3,ENSG00000134287,chr12,48957514,0.20386700002083671
ERO1A,ENSG00000197930,chr14,52696025,0.0701235000693996
DNM1,ENSG00000106976,chr9,128191655,0.079480250096909
IL20RA,ENSG00000016402,chr6,137045180,0.03217475004011067
MYH7,ENSG00000092054,chr14,23436137,0.12352450014292844
CTTN,ENSG00000085733,chr11,70398404,0.05149224999427679
DNAJB14,ENSG00000164031,chr4,99946653,0.21356125008274102
RAD17,ENSG00000152942,chr5,69369293,0.059388000023696805
BICRAL,ENSG00000112624,chr6,42781931,0.4147025002706796
TXNDC17,ENSG00000129235,chr17,6640712,0.11271874998084969
SLC25A11,ENSG00000108528,chr17,4940156,0.33936250014658437
PFDN2,ENSG00000143256,chr1,161118069,0.21939925024445983
MYO1G,ENSG00000136286,chr7,44979813,0.03882825002633035
MDGA1,ENSG00000112139,chr6,37699306,0.2165687500773347
FARS2,ENSG00000145982,chr6,5261044,0.0616820000904554
MARS1,ENSG00000166986,chr12,57475445,0.26282875003720985
ARF4,ENSG00000168374,chr3,57598220,0.16773200007065317
RNF111,ENSG00000157450,chr15,58865175,0.09711875003419118
NT5E,ENSG00000135318,chr6,85449584,0.07672475005852175
UBE3C,ENSG00000009335,chr7,157138922,0.059534500150650274
SNX27,ENSG00000143376,chr1,151612006,0.18405750015249941
VPS37A,ENSG00000155975,chr8,17246896,0.1895112501157273
TDRD5,ENSG00000162782,chr1,179591613,0.31829475015003117
KCTD8,ENSG00000183783,chr4,44448928,0.2963215001660865
TMOD2,ENSG00000128872,chr15,51751564,0.06196175009358558
TEC,ENSG00000135605,chr4,48269858,0.07415675015284796
TRAPPC9,ENSG00000167632,chr8,140458579,0.038351500051910986
PDLIM1,ENSG00000107438,chr10,95291035,0.08459800005285069
AP4S1,ENSG00000100478,chr14,31024996,0.24076725000308943
SETD7,ENSG00000145391,chr4,139606699,0.03881000000331551
PCGF2,ENSG00000277258,chr17,38752555,0.12282449997737421
SMCO4,ENSG00000166002,chr11,93543764,0.09035925002893783
RGP1,ENSG00000107185,chr9,35748613,0.20298749998770654
PGF,ENSG00000119630,chr14,74955626,0.1834132503834553
SYNE3,ENSG00000176438,chr14,95516678,0.057172750017693036
PIAS1,ENSG00000033800,chr15,68054301,0.4239592502465821
MSI2,ENSG00000153944,chr17,57255851,0.506454500120919
CROT,ENSG00000005469,chr7,87345664,0.0468775000484311
POU2F1,ENSG00000143190,chr1,167220876,0.342706500214088
ELMOD2,ENSG00000179387,chr4,140524164,0.11493850003764965
FAM222A,ENSG00000139438,chr12,109713825,0.17832600007628208
IFRD2,ENSG00000214706,chr3,50292918,0.1495845001048874
ST7,ENSG00000004866,chr7,116952980,0.12504025004492722
HVCN1,ENSG00000122986,chr12,110704950,0.08818050003724057
PAM,ENSG00000145730,chr5,102753981,0.07588774996477878
PPIP5K1,ENSG00000168781,chr15,43590228,0.14303100007891772
SBK3,ENSG00000231274,chr19,55550284,0.03575925003440352
INHBA,ENSG00000122641,chr7,41705834,0.33868550004888676
HGSNAT,ENSG00000165102,chr8,43140376,0.05537275003950344
DNAJC8,ENSG00000126698,chr1,28233032,0.07401450011186535
STRIP2,ENSG00000128578,chr7,129434392,0.10559700008051004
NRTN,ENSG00000171119,chr19,5805056,0.06093774996776483
HEXA,ENSG00000213614,chr15,72376420,0.10361525018929388
DFFB,ENSG00000169598,chr1,3857267,0.06448799988106475
HSP90B1,ENSG00000166598,chr12,103930107,0.18269925006339327
TMEM43,ENSG00000170876,chr3,14125015,0.06607450007263105
FBF1,ENSG00000188878,chr17,75941140,0.061570500095898754
STK25,ENSG00000115694,chr2,241509730,0.025655250032054027
PLXNB1,ENSG00000164050,chr3,48430499,0.12025074998277706
G3BP1,ENSG00000145907,chr5,151770951,0.12658525010064478
LARP4B,ENSG00000107929,chr10,931821,0.08478575008307235
KIF1A,ENSG00000130294,chr2,240824320,0.04984900009341072
MMRN1,ENSG00000138722,chr4,89879532,0.04368524995553889
LPAR1,ENSG00000198121,chr9,111038863,0.1179522502234613
NRDE2,ENSG00000119720,chr14,90331981,0.05776675007195445
MVP,ENSG00000013364,chr16,29820394,0.06911124999271123
SHISA5,ENSG00000164054,chr3,48504826,0.05520350008519017
GIPR,ENSG00000010310,chr19,45668221,0.05716700008432963
HACD1,ENSG00000165996,chr10,17617430,0.10936674998846138
FUS,ENSG00000089280,chr16,31180134,0.1151550001653377
KIAA1549,ENSG00000122778,chr7,138982084,0.1286527500844386
CIZ1,ENSG00000148337,chr9,128204482,0.16542074993165443
TJP2,ENSG00000119139,chr9,69121264,0.12165325013332767
SPOUT1,ENSG00000198917,chr9,128829815,0.07754350003279978
RETSAT,ENSG00000042445,chr2,85354655,0.05097049998459988
EML2,ENSG00000125746,chr19,45645602,0.1658333334767235
ATF1,ENSG00000123268,chr12,50763710,0.11799325008082087
ZNF354C,ENSG00000177932,chr5,179060361,0.09976274999140879
HCFC1R1,ENSG00000103145,chr16,3024286,0.22436475010000867
GNG8,ENSG00000167414,chr19,46636649,0.05768700002171681
WFS1,ENSG00000109501,chr4,6269839,0.03030950006042258
ACLY,ENSG00000131473,chr17,41930545,0.06935725003035623
MON1A,ENSG00000164077,chr3,49930173,0.11459425014036242
ODAM,ENSG00000109205,chr4,70195706,0.11548525009775767
ZC3HC1,ENSG00000091732,chr7,130051401,0.07847975001172745
MYL11,ENSG00000180209,chr16,30370332,0.23899125003491645
MRPS7,ENSG00000125445,chr17,75261670,0.16374550009949598
NDUFB2,ENSG00000090266,chr7,140690777,0.06169350004388252
RHOBTB3,ENSG00000164292,chr5,95713522,0.14354075003133038
VRK1,ENSG00000100749,chr14,96797304,0.07784174996236107
LAP3,ENSG00000002549,chr4,17577198,0.06782800004826277
SERPING1,ENSG00000149131,chr11,57597387,0.07488075010062312
SLC25A13,ENSG00000004864,chr7,96322147,0.2011717499694205
TEKT2,ENSG00000092850,chr1,36084094,0.1469315000694769
TUBGCP4,ENSG00000137822,chr15,43369221,0.22643950022204082
TNRC6A,ENSG00000090905,chr16,24610209,0.14889624997164355
SDCBP,ENSG00000137575,chr8,58552924,0.060488750047574286
SUMF1,ENSG00000144455,chr3,4467273,0.04875275004352443
JAG2,ENSG00000184916,chr14,105168919,0.09615575002256083
TMEM38A,ENSG00000072954,chr19,16661129,0.12524375004839386
DRC7,ENSG00000159625,chr16,57694793,0.02777774997492088
TUBE1,ENSG00000074935,chr6,112087529,0.09363900007063057
GARIN5A,ENSG00000142530,chr19,50476866,0.07773899996321415
ARFIP1,ENSG00000164144,chr4,152779096,0.11014050005856552
TCTN1,ENSG00000204852,chr12,110614027,0.07616500012332107
CPE,ENSG00000109472,chr4,165361194,0.07711050006409641
DISP3,ENSG00000204624,chr1,11478905,0.12194750008606935
SRFBP1,ENSG00000151304,chr5,121961965,0.03627175005999743
ADD3,ENSG00000148700,chr10,109996356,0.13155575015029172
LETM1,ENSG00000168924,chr4,1856232,0.03243199998469208
NOP53,ENSG00000105373,chr19,47745520,0.08991350002906984
EMCN,ENSG00000164035,chr4,100880126,0.015254500086302868
ZNF23,ENSG00000167377,chr16,71463095,0.04929725003961357
RHNO1,ENSG00000171792,chr12,2876258,0.09174975001742132
SEC11A,ENSG00000140612,chr15,84716460,0.08532024995813844
ITPKA,ENSG00000137825,chr15,41493360,0.1330602501190442
ZNF777,ENSG00000196453,chr7,149461062,0.10462250021091313
LUC7L2,ENSG00000146963,chr7,139340359,0.09914450001323712
PRPSAP1,ENSG00000161542,chr17,76384521,0.09706724999417202
ZNF330,ENSG00000109445,chr4,141220280,0.07122199995300617
SBNO1,ENSG00000139697,chr12,123365184,0.2613147500870109
GABRA1,ENSG00000022355,chr5,161847063,0.24128375017107465
IL18BP,ENSG00000137496,chr11,71998613,0.06927724993610172
CES4A,ENSG00000172824,chr16,66988585,0.06835625012972742
IRF2,ENSG00000168310,chr4,184474558,0.23690075022279053
PAFAH1B2,ENSG00000168092,chr11,117144284,0.1957640000965912
C4orf33,ENSG00000151470,chr4,129093317,0.09400499996190774
FER,ENSG00000151422,chr5,108747841,0.15587925005389844
RTN1,ENSG00000139970,chr14,59870796,0.10342174998868722
ART1,ENSG00000129744,chr11,3645115,0.05228500009136042
SGCE,ENSG00000127990,chr7,94656572,0.3127205002865521
ZBTB9,ENSG00000213588,chr6,33453970,0.45795425001118567
FNIP2,ENSG00000052795,chr4,158769026,0.1141657500085421
RNF144A,ENSG00000151692,chr2,6917386,0.030985153520118425
ULK3,ENSG00000140474,chr15,74843346,0.20400925005876341
SLC25A22,ENSG00000177542,chr11,798316,0.11026125014541321
FAN1,ENSG00000198690,chr15,30890559,0.21177850000874604
RGS16,ENSG00000143333,chr1,182604394,0.07023725002186257
PELI1,ENSG00000197329,chr2,64144420,0.24326249999777064
RAB25,ENSG00000132698,chr1,156061148,0.1058897500645544
BBOX1,ENSG00000129151,chr11,27040698,0.09344700000589365
CWC25,ENSG00000273559,chr17,38825646,0.06999525004837778
TBC1D17,ENSG00000104946,chr19,49877501,0.149453250186285
USP47,ENSG00000170242,chr11,11841423,0.24065425039321417
SNX2,ENSG00000205302,chr5,122775010,0.11749150003882823
PKD2,ENSG00000118762,chr4,88007629,0.15363500008379924
SEZ6L2,ENSG00000174938,chr16,29899550,0.31538325021238417
BLTP3B,ENSG00000111647,chr12,100142886,0.13801250019695727
FKBP5,ENSG00000096060,chr6,35728622,0.22935950022281032
KCNJ11,ENSG00000187486,chr11,17389353,0.19042725009992137
ABCC3,ENSG00000108846,chr17,50634609,0.037691750104218956
CA3,ENSG00000164879,chr8,85373436,0.03604000003659166
EGFL7,ENSG00000172889,chr9,136658284,0.006956250032118987
DDX54,ENSG00000123064,chr12,113185508,0.10057224993765704
CCDC9B,ENSG00000188549,chr15,40340939,0.20600324996508426
SUGP2,ENSG00000064607,chr19,19034040,0.057131000042019875
IVD,ENSG00000128928,chr15,40405485,0.059557250051992014
MYCBP,ENSG00000214114,chr1,38873378,0.19028275018691784
GLRX,ENSG00000173221,chr5,95822734,0.0719240000648424
TMC5,ENSG00000103534,chr16,19410428,0.04582175008396734
SPATA18,ENSG00000163071,chr4,52051304,0.07297175003503799
SLC27A6,ENSG00000113396,chr5,128538013,0.2937134115889403
UCP1,ENSG00000109424,chr4,140569001,0.0732895001496654
THYN1,ENSG00000151500,chr11,134253370,0.022708000014914433
SDE2,ENSG00000143751,chr1,225999350,0.08851125006133224
ECE2,ENSG00000145194,chr3,184275531,0.20259299991221633
BZW2,ENSG00000136261,chr7,16644653,0.12352975015953416
PCM1,ENSG00000078674,chr8,17922746,0.10950500013504642
SMAD1,ENSG00000170365,chr4,145480769,0.16727250019097117
PAQR3,ENSG00000163291,chr4,78939438,0.09622100010394934
RNF170,ENSG00000120925,chr8,42897290,0.08042000002207352
GEM,ENSG00000164949,chr8,94262461,0.1351105001560063
ACSL6,ENSG00000164398,chr5,132012243,0.1224982501254708
PARP12,ENSG00000059378,chr7,140063344,0.059279000057751545
GFM2,ENSG00000164347,chr5,74767147,0.0767739999734913
SLC25A38,ENSG00000144659,chr3,39383347,0.04316000002369401
ZNF410,ENSG00000119725,chr14,73886201,0.09734125004548697
ATP13A1,ENSG00000105726,chr19,19663700,0.1187250001601351
TM7SF3,ENSG00000064115,chr12,27014507,0.09542525001833564
UBR7,ENSG00000012963,chr14,93207241,0.09912025003251619
CORO1A,ENSG00000102879,chr16,30182817,0.06833449998611468
ZNF879,ENSG00000234284,chr5,179023804,0.07324799996998627
CFAP73,ENSG00000186710,chr12,113149716,0.037189500073087405
LCMT1,ENSG00000205629,chr16,25111731,0.04522300001169788
ZDHHC18,ENSG00000204160,chr1,26826688,0.07940725006352295
MIF4GD,ENSG00000125457,chr17,75271237,0.03423050001001684
SEMA3G,ENSG00000010319,chr3,52445103,0.027907250009069684
PGM2,ENSG00000169299,chr4,37826660,0.06544600003774394
TP53BP1,ENSG00000067369,chr15,43510728,0.2243282502599468
PEBP4,ENSG00000134020,chr8,23000000,0.22378625011595432
RBM4,ENSG00000173933,chr11,66638658,0.228403500158689
DAGLB,ENSG00000164535,chr7,6484190,0.11480950014924747
KLK11,ENSG00000167757,chr19,51028039,0.10747749997480423
C2orf49,ENSG00000135974,chr2,105337532,0.0557297500957211
SLC8A2,ENSG00000118160,chr19,47471918,0.09953825007821433
SLC35G1,ENSG00000176273,chr10,93893937,0.0624765000178013
INTS9,ENSG00000104299,chr8,28890242,0.31643425025758914
UBAP1,ENSG00000165006,chr9,34179005,0.15361625025828834
ABHD18,ENSG00000164074,chr4,127965267,0.14574275004706577
SMIM5,ENSG00000204323,chr17,75628368,0.15459100005548682
PPP3CC,ENSG00000120910,chr8,22440819,0.07224225009334623
EVC2,ENSG00000173040,chr4,5709548,0.0502287500918028
ILVBL,ENSG00000105135,chr19,15125792,0.0715852500066394
MPI,ENSG00000178802,chr15,74890005,0.13746029884465624
LOXL2,ENSG00000134013,chr8,23425328,0.05197625003941357
SYT1,ENSG00000067715,chr12,78863650,0.3511622502116661
TPPP3,ENSG00000159713,chr16,67393518,0.18036374996838275
SLC8A3,ENSG00000100678,chr14,70189480,0.29051950023093376
PARP3,ENSG00000041880,chr3,51942252,0.08030075004187529
CRACR2B,ENSG00000177685,chr11,826144,0.11064899996365421
CPNE6,ENSG00000100884,chr14,24070837,0.29044525021404843
RECQL5,ENSG00000108469,chr17,75667190,0.11234125006740214
UHRF1,ENSG00000276043,chr19,4903080,0.06846500006006681
DDR1,ENSG00000204580,chr6,30876421,0.06182575003243983
SMAGP,ENSG00000170545,chr12,51270415,0.0933365000555059
NME2,ENSG00000243678,chr17,51163013,0.09807950007967883
KAT5,ENSG00000172977,chr11,65711996,0.30602775016915984
ANKRD13A,ENSG00000076513,chr12,109999186,0.13431324991901056
ECHDC3,ENSG00000134463,chr10,11742366,0.07195225002255756
CTDSPL,ENSG00000144677,chr3,37861880,0.0802257501691347
PIK3C2B,ENSG00000133056,chr1,204494805,0.18628300026865327
PLXNA4,ENSG00000221866,chr7,132648688,0.04933400012954371
ATP8B4,ENSG00000104043,chr15,50182817,0.07895400012918981
PDPN,ENSG00000162493,chr1,13583465,0.06535699996820768
FBXL18,ENSG00000155034,chr7,5513809,0.05581150009817793
ADAMTS15,ENSG00000166106,chr11,130448645,0.2705240000988997
ME1,ENSG00000065833,chr6,83431208,0.10655649996394641
NAGPA,ENSG00000103174,chr16,5034141,0.10690375007054535
PPP1R21,ENSG00000162869,chr2,48440598,0.17573874998968678
GNAI3,ENSG00000065135,chr1,109548584,0.16908699999758392
EPB41,ENSG00000159023,chr1,28887091,0.15089875010887044
BIRC2,ENSG00000110330,chr11,102347208,0.10410075021584635
CHMP1A,ENSG00000131165,chr16,89657738,0.03050499998018495
HERC6,ENSG00000138642,chr4,88378739,0.22397625003012944
MTRFR,ENSG00000130921,chr12,123232142,0.13639200000590063
CERT1,ENSG00000113163,chr5,75512138,0.2105457501396886
ZNF385A,ENSG00000161642,chr12,54391307,0.27260999991206336
PNMA2,ENSG00000240694,chr8,26514092,0.21800900025924785
KEAP1,ENSG00000079999,chr19,10503558,0.07198825008017593
CTNS,ENSG00000040531,chr17,3636459,0.05363275007370976
MRI1,ENSG00000037757,chr19,13764522,0.15815675019545597
SLC35A1,ENSG00000164414,chr6,87470623,0.1012190000989649
VPS4A,ENSG00000132612,chr16,69311336,0.061717000148491935
PPP2R5E,ENSG00000154001,chr14,63543410,0.35933400008658645
PHLDB2,ENSG00000144824,chr3,111732403,0.06781200003955747
TLE5,ENSG00000104964,chr19,3063107,0.07088550008201855
BMPR1B,ENSG00000138696,chr4,94757937,0.16358475006383377
MMP17,ENSG00000198598,chr12,131828393,0.006069750010152347
VPS28,ENSG00000160948,chr8,144429499,0.05166825004899874
EPN1,ENSG00000063245,chr19,55675109,0.1756890002072323
CEP83,ENSG00000173588,chr12,94459988,0.056919000078924004
SLC67A1,ENSG00000110628,chr11,2899718,0.02580324999534059
AVL9,ENSG00000105778,chr7,32495426,0.08936000016558683
FGFR3,ENSG00000068078,chr4,1793286,0.10543550011509796
PDGFRA,ENSG00000134853,chr4,54229130,0.3163767500714748
PRDX2,ENSG00000167815,chr19,12801849,0.17923225013382035
FAM50B,ENSG00000145945,chr6,3849373,0.22134875008903326
MYOZ2,ENSG00000172399,chr4,119128431,0.06117675002958276
TRIM44,ENSG00000166326,chr11,35662537,0.16788624994514975
ATRIP,ENSG00000164053,chr3,48446710,0.06924575005227235
DES,ENSG00000175084,chr2,219417474,0.27668625023195637
OSMR,ENSG00000145623,chr5,38845852,0.05534350007318426
SCARA3,ENSG00000168077,chr8,27633414,0.07814099999784957
GAR1,ENSG00000109534,chr4,109815500,0.092108000121254
ANGPTL4,ENSG00000167772,chr19,8363223,0.08684275010984857
ATXN7L2,ENSG00000162650,chr1,109483479,0.52911450034086
EMC9,ENSG00000100908,chr14,24142023,0.18481200010090834
ANKRD16,ENSG00000134461,chr10,5889906,0.1072357500687649
LETMD1,ENSG00000050426,chr12,51047962,0.1079107500226819
PPP1R26,ENSG00000196422,chr9,135479073,0.04307700009268592
TMEM179B,ENSG00000185475,chr11,62787387,0.24279850021519814
SBNO2,ENSG00000064932,chr19,1174295,0.03510600002788124
MTHFSD,ENSG00000103248,chr16,86555235,0.05296775006974349
AP2A1,ENSG00000196961,chr19,49766990,0.13413775010610698
SLC17A4,ENSG00000146039,chr6,25753300,0.061436250099213795
GCDH,ENSG00000105607,chr19,12891128,0.10217450001038378
RAB44,ENSG00000255587,chr6,36697826,0.05269825015880633
CACNG6,ENSG00000130433,chr19,53991637,0.08608375002630055
SLC46A1,ENSG00000076351,chr17,28407197,0.1254095001198002
TRAPPC3,ENSG00000054116,chr1,36156053,0.24521325017293566
LRRK2,ENSG00000188906,chr12,40196744,0.05734024999456597
PRCP,ENSG00000137509,chr11,82970584,0.08691100022764295
ELL,ENSG00000105656,chr19,18522116,0.15505050005580415
KDM3B,ENSG00000120733,chr5,138352681,0.31329300020667145
DAPK3,ENSG00000167657,chr19,3971123,0.04948700003017439
C1orf210,ENSG00000253313,chr1,43285908,0.042782750089332695
SDAD1,ENSG00000198301,chr4,75990962,0.048784000071085756
SPG21,ENSG00000090487,chr15,64990312,0.1205637500374578
API5,ENSG00000166181,chr11,43311955,0.07916100015674601
XKR9,ENSG00000221947,chr8,70669332,0.05710075003444217
CASP9,ENSG00000132906,chr1,15526534,0.12919599996425676
DPP9,ENSG00000142002,chr19,4724673,0.09384484983605185
SF3B3,ENSG00000189091,chr16,70523782,0.0728507501509739
OSBPL7,ENSG00000006025,chr17,47821803,0.1976350000787934
PKM,ENSG00000067225,chr15,72231819,0.09029950004411512
TYK2,ENSG00000105397,chr19,10380608,0.04973375006573042
HAPLN3,ENSG00000140511,chr15,88895597,0.02509274998176261
SMIM29,ENSG00000186577,chr6,34249108,0.11839325003579143
HAUS5,ENSG00000249115,chr19,35612735,0.08768500003850203
RPL26,ENSG00000161970,chr17,8384062,0.08292725007681293
PLG,ENSG00000122194,chr6,160702105,0.03315775009832578
ZHX2,ENSG00000178764,chr8,122781311,0.33461050014276406
KRTCAP2,ENSG00000163463,chr1,155173475,0.24335300010838545
NBN,ENSG00000104320,chr8,90003228,0.06647925007276353
USP38,ENSG00000170185,chr4,143184917,0.20606975006361608
WDR93,ENSG00000140527,chr15,89690811,0.038300000012881356
GEMIN2,ENSG00000092208,chr14,39114285,0.10471575009869412
AKIRIN2,ENSG00000135334,chr6,87702255,0.2632150002201961
FAM110B,ENSG00000169122,chr8,57993956,0.07848575003555743
ZNF687,ENSG00000143373,chr1,151281502,0.20618750019185245
RACGAP1,ENSG00000161800,chr12,50033136,0.0897210001066851
LPP,ENSG00000145012,chr3,188152994,0.2869452501409978
PIWIL2,ENSG00000197181,chr8,22275316,0.04061424999363953
RBL2,ENSG00000103479,chr16,53433977,0.12408600015038973
ROS1,ENSG00000047936,chr6,117425942,0.12802600011960022
ATP5IF1,ENSG00000130770,chr1,28236084,0.09793050012053572
GGN,ENSG00000179168,chr19,38388274,0.3661320003803994
NEPRO,ENSG00000163608,chr3,113019861,0.044002999951015226
PEAK1,ENSG00000173517,chr15,77420216,0.25444975000829434
TM9SF1,ENSG00000100926,chr14,24196287,0.14391774997173343
EFNA3,ENSG00000143590,chr1,155078823,0.24897050013029365
HMGN3,ENSG00000118418,chr6,79234862,0.1465832500010729
TOP1MT,ENSG00000184428,chr8,143359979,0.054052250037988414
RNFT1,ENSG00000189050,chr17,59964761,0.14028900001200964
UBTD1,ENSG00000165886,chr10,97498913,0.29313550009409667
TNNI3,ENSG00000129991,chr19,55157773,0.08631625008722767
PTGR2,ENSG00000140043,chr14,73851799,0.03540399999640067
GALK2,ENSG00000156958,chr15,49155656,0.1877077501595195
PCSK9,ENSG00000169174,chr1,55039445,0.051561500042153055
ARHGAP21,ENSG00000107863,chr10,24723887,0.2038537501532119
CBR4,ENSG00000145439,chr4,169010311,0.05769000005206908
TPRG1,ENSG00000188001,chr3,188947214,0.16966025009288568
TCP11L1,ENSG00000176148,chr11,33039417,0.06570925010481733
FBXO10,ENSG00000147912,chr9,37576380,0.19810350000983454
SNRNP40,ENSG00000060688,chr1,31296788,0.08169450019032229
CCNG2,ENSG00000138764,chr4,77157207,0.13447625001720734
