human_ensembl_id,human_gene_name,lemur_ensembl_id
ENSG00000180881,CAPS2,ENSMICG00000015872
ENSG00000140829,DHX38,ENSMICG00000011402
ENSG00000122565,CBX3,ENSMICG00000033535
ENSG00000061938,TNK2,ENSMICG00000049104
ENSG00000119865,CNRIP1,ENSMICG00000003722
ENSG00000140950,MEAK7,ENSMICG00000004583
ENSG00000155849,ELMO1,ENSMICG00000008990
ENSG00000152102,FAM168B,ENSMICG00000009507
ENSG00000103264,FBXO31,ENSMICG00000007352
ENSG00000120837,NFYB,ENSMICG00000002046
ENSG00000196296,ATP2A1,ENSMICG00000000650
ENSG00000177119,ANO6,ENSMICG00000004893
ENSG00000180398,MCFD2,ENSMICG00000009145
ENSG00000114648,KLHL18,ENSMICG00000017657
ENSG00000198420,TCAF1,ENSMICG00000037779
ENSG00000088727,KIF9,ENSMICG00000017656
ENSG00000242802,AP5Z1,ENSMICG00000008137
ENSG00000072135,PTPN18,ENSMICG00000010256
ENSG00000073605,GSDMB,ENSMICG00000047212
ENSG00000140795,MYLK3,ENSMICG00000046381
ENSG00000186908,ZDHHC17,ENSMICG00000033453
ENSG00000177548,RABEP2,ENSMICG00000000661
ENSG00000004766,VPS50,ENSMICG00000012428
ENSG00000184988,TMEM106A,ENSMICG00000013987
ENSG00000163320,CGGBP1,ENSMICG00000047167
ENSG00000152683,SLC30A6,ENSMICG00000016134
ENSG00000240303,ACAD11,ENSMICG00000049146
ENSG00000205544,TMEM256,ENSMICG00000048046
ENSG00000141736,ERBB2,ENSMICG00000010536
ENSG00000103528,SYT17,ENSMICG00000014000
ENSG00000115307,AUP1,ENSMICG00000044754
ENSG00000103253,HAGHL,ENSMICG00000010673
ENSG00000171681,ATF7IP,ENSMICG00000013891
ENSG00000103249,CLCN7,ENSMICG00000013205
ENSG00000144381,HSPD1,ENSMICG00000028600
ENSG00000136059,VILL,ENSMICG00000049059
ENSG00000111186,WNT5B,ENSMICG00000032191
ENSG00000070540,WIPI1,ENSMICG00000017122
ENSG00000111540,RAB5B,ENSMICG00000011086
ENSG00000185504,FAAP100,ENSMICG00000008568
ENSG00000136297,MMD2,ENSMICG00000008159
ENSG00000258890,CEP95,ENSMICG00000009285
ENSG00000136235,GPNMB,ENSMICG00000013667
ENSG00000111667,USP5,ENSMICG00000001749
ENSG00000161594,KLHL10,ENSMICG00000011862
ENSG00000163710,PCOLCE2,ENSMICG00000048890
ENSG00000159111,MRPL10,ENSMICG00000048091
ENSG00000172831,CES2,ENSMICG00000028404
ENSG00000170412,GPRC5C,ENSMICG00000008563
ENSG00000184432,COPB2,ENSMICG00000049340
ENSG00000136451,VEZF1,ENSMICG00000016243
ENSG00000236609,ZNF853,ENSMICG00000034424
ENSG00000049323,LTBP1,ENSMICG00000009581
ENSG00000164654,MIOS,ENSMICG00000017738
ENSG00000177731,FLII,ENSMICG00000012728
ENSG00000129048,ACKR4,ENSMICG00000048932
ENSG00000213853,EMP2,ENSMICG00000028585
ENSG00000175110,MRPS22,ENSMICG00000048994
ENSG00000136244,IL6,ENSMICG00000006701
ENSG00000125170,DOK4,ENSMICG00000004679
ENSG00000158023,CFAP251,ENSMICG00000001157
ENSG00000058866,DGKG,ENSMICG00000049209
ENSG00000111218,PRMT8,ENSMICG00000012879
ENSG00000137747,TMPRSS13,ENSMICG00000002440
ENSG00000139641,ESYT1,ENSMICG00000014395
ENSG00000205336,ADGRG1,ENSMICG00000032819
ENSG00000149084,HSD17B12,ENSMICG00000014632
ENSG00000174953,DHX36,ENSMICG00000049093
ENSG00000168264,IRF2BP2,ENSMICG00000046369
ENSG00000174928,C3orf33,ENSMICG00000049160
ENSG00000142632,ARHGEF19,ENSMICG00000042882
ENSG00000106546,AHR,ENSMICG00000011723
ENSG00000158163,DZIP1L,ENSMICG00000049211
ENSG00000197037,ZSCAN25,ENSMICG00000006018
ENSG00000010327,STAB1,ENSMICG00000002842
ENSG00000168878,SFTPB,ENSMICG00000011514
ENSG00000106538,RARRES2,ENSMICG00000015426
ENSG00000122970,IFT81,ENSMICG00000005435
ENSG00000129173,E2F8,ENSMICG00000017089
ENSG00000105948,IFT56,ENSMICG00000003109
ENSG00000162520,SYNC,ENSMICG00000033792
ENSG00000006042,TMEM98,ENSMICG00000011888
ENSG00000078369,GNB1,ENSMICG00000033912
ENSG00000151116,UEVLD,ENSMICG00000041675
ENSG00000111348,ARHGDIB,ENSMICG00000029832
ENSG00000163820,FYCO1,ENSMICG00000049304
ENSG00000127995,CASD1,ENSMICG00000034673
ENSG00000174106,LEMD3,ENSMICG00000012102
ENSG00000002919,SNX11,ENSMICG00000014741
ENSG00000151090,THRB,ENSMICG00000048917
ENSG00000156738,MS4A1,ENSMICG00000028712
ENSG00000183735,TBK1,ENSMICG00000029327
ENSG00000105968,H2AZ2,ENSMICG00000008792
ENSG00000167257,RNF214,ENSMICG00000002383
ENSG00000176170,SPHK1,ENSMICG00000013341
ENSG00000257923,CUX1,ENSMICG00000010274
ENSG00000154229,PRKCA,ENSMICG00000013271
ENSG00000135902,CHRND,ENSMICG00000012154
ENSG00000137501,SYTL2,ENSMICG00000005519
ENSG00000163482,STK36,ENSMICG00000005186
ENSG00000141456,PELP1,ENSMICG00000001633
ENSG00000167778,SPRYD3,ENSMICG00000014150
ENSG00000013503,POLR3B,ENSMICG00000008910
ENSG00000198231,DDX42,ENSMICG00000009952
ENSG00000181072,CHRM2,ENSMICG00000043086
ENSG00000005471,ABCB4,ENSMICG00000043619
ENSG00000168268,NT5DC2,ENSMICG00000028554
ENSG00000123983,ACSL3,ENSMICG00000003034
ENSG00000108588,CCDC47,ENSMICG00000009946
ENSG00000072041,SLC6A15,ENSMICG00000026324
ENSG00000114316,USP4,ENSMICG00000043936
ENSG00000185379,RAD51D,ENSMICG00000043657
ENSG00000110801,PSMD9,ENSMICG00000001156
ENSG00000127838,PNKD,ENSMICG00000042547
ENSG00000122965,RBM19,ENSMICG00000014423
ENSG00000133789,SWAP70,ENSMICG00000035708
ENSG00000196975,ANXA4,ENSMICG00000012000
ENSG00000122678,POLM,ENSMICG00000013358
ENSG00000137491,SLCO2B1,ENSMICG00000011163
ENSG00000132386,SERPINF1,ENSMICG00000000173
ENSG00000139636,LMBR1L,ENSMICG00000017550
ENSG00000257057,C11orf97,ENSMICG00000043866
ENSG00000110090,CPT1A,ENSMICG00000001068
ENSG00000167711,SERPINF2,ENSMICG00000000169
ENSG00000172031,EPHX4,ENSMICG00000030659
ENSG00000196666,FAM180B,ENSMICG00000001091
ENSG00000065183,WDR3,ENSMICG00000001783
ENSG00000077454,LRCH4,ENSMICG00000012568
ENSG00000148948,LRRC4C,ENSMICG00000047157
ENSG00000162241,SLC25A45,ENSMICG00000008693
ENSG00000166226,CCT2,ENSMICG00000011477
ENSG00000014914,MTMR11,ENSMICG00000000298
ENSG00000135378,PRRG4,ENSMICG00000046080
ENSG00000068971,PPP2R5B,ENSMICG00000001255
ENSG00000087087,SRRT,ENSMICG00000009471
ENSG00000118873,RAB3GAP2,ENSMICG00000017747
ENSG00000171532,NEUROD2,ENSMICG00000042885
ENSG00000177425,PAWR,ENSMICG00000031649
ENSG00000109063,MYH3,ENSMICG00000011079
ENSG00000130413,STK33,ENSMICG00000005444
ENSG00000011465,DCN,ENSMICG00000028201
ENSG00000172215,CXCR6,ENSMICG00000049140
ENSG00000082781,ITGB5,ENSMICG00000049531
ENSG00000114923,SLC4A3,ENSMICG00000006627
ENSG00000185359,HGS,ENSMICG00000008647
ENSG00000070019,GUCY2C,ENSMICG00000003561
ENSG00000116918,TSNAX,ENSMICG00000043895
ENSG00000180891,CUEDC1,ENSMICG00000033084
ENSG00000131374,TBC1D5,ENSMICG00000049088
ENSG00000143374,TARS2,ENSMICG00000008016
ENSG00000072609,CHFR,ENSMICG00000004011
ENSG00000006744,ELAC2,ENSMICG00000002428
ENSG00000110315,RNF141,ENSMICG00000044602
ENSG00000182450,KCNK4,ENSMICG00000016981
ENSG00000198130,HIBCH,ENSMICG00000010490
ENSG00000174483,BBS1,ENSMICG00000046538
ENSG00000161036,LRWD1,ENSMICG00000010317
ENSG00000106541,AGR2,ENSMICG00000015349
ENSG00000114942,EEF1B2,ENSMICG00000047922
ENSG00000276600,RAB7B,ENSMICG00000037176
ENSG00000106333,PCOLCE,ENSMICG00000009333
ENSG00000204084,INPP5B,ENSMICG00000011984
ENSG00000135926,TMBIM1,ENSMICG00000006846
ENSG00000123836,PFKFB2,ENSMICG00000008423
ENSG00000129083,COPB1,ENSMICG00000010919
ENSG00000174697,LEP,ENSMICG00000031814
ENSG00000005981,ASB4,ENSMICG00000005750
ENSG00000005249,PRKAR2B,ENSMICG00000012848
ENSG00000141582,CBX4,ENSMICG00000033116
ENSG00000161381,PLXDC1,ENSMICG00000002659
ENSG00000161040,FBXL13,ENSMICG00000011727
ENSG00000106460,TMEM106B,ENSMICG00000011835
ENSG00000173226,IQCB1,ENSMICG00000049588
ENSG00000005156,LIG3,ENSMICG00000006814
ENSG00000081760,AACS,ENSMICG00000046827
ENSG00000198839,ZNF277,ENSMICG00000014129
ENSG00000154342,WNT3A,ENSMICG00000010671
ENSG00000067704,IARS2,ENSMICG00000017746
ENSG00000197093,GAL3ST4,ENSMICG00000027257
ENSG00000170248,PDCD6IP,ENSMICG00000049253
ENSG00000136247,ZDHHC4,ENSMICG00000014356
ENSG00000115216,NRBP1,ENSMICG00000015904
ENSG00000137497,NUMA1,ENSMICG00000014831
ENSG00000224982,TMEM233,ENSMICG00000037512
ENSG00000174989,FBXW8,ENSMICG00000010992
ENSG00000131375,CAPN7,ENSMICG00000029119
ENSG00000155363,MOV10,ENSMICG00000003187
ENSG00000154025,SLC5A10,ENSMICG00000017909
ENSG00000111602,TIMELESS,ENSMICG00000000094
ENSG00000132517,SLC52A1,ENSMICG00000027341
ENSG00000161048,NAPEPLD,ENSMICG00000002814
ENSG00000087191,PSMC5,ENSMICG00000009989
ENSG00000172053,QARS1,ENSMICG00000007885
ENSG00000176428,VPS37D,ENSMICG00000032230
ENSG00000032389,EIPR1,ENSMICG00000009793
ENSG00000128606,LRRC17,ENSMICG00000011744
ENSG00000160813,PPP1R35,ENSMICG00000006438
ENSG00000129103,SUMF2,ENSMICG00000027938
ENSG00000079785,DDX1,ENSMICG00000001023
ENSG00000108443,RPS6KB1,ENSMICG00000007960
ENSG00000011105,TSPAN9,ENSMICG00000000109
ENSG00000136238,RAC1,ENSMICG00000047004
ENSG00000151065,DCP1B,ENSMICG00000005702
ENSG00000088035,ALG6,ENSMICG00000000388
ENSG00000141503,MINK1,ENSMICG00000012473
ENSG00000130779,CLIP1,ENSMICG00000001175
ENSG00000106246,PTCD1,ENSMICG00000017428
ENSG00000142700,DMRTA2,ENSMICG00000044233
ENSG00000198483,ANKRD35,ENSMICG00000028514
ENSG00000164011,ZNF691,ENSMICG00000014797
ENSG00000157184,CPT2,ENSMICG00000000353
ENSG00000055917,PUM2,ENSMICG00000011647
ENSG00000172380,GNG12,ENSMICG00000045755
ENSG00000172354,GNB2,ENSMICG00000009371
ENSG00000203666,EFCAB2,ENSMICG00000041551
ENSG00000143502,SUSD4,ENSMICG00000004902
ENSG00000133065,SLC41A1,ENSMICG00000034169
ENSG00000164776,PHKG1,ENSMICG00000014143
ENSG00000184575,XPOT,ENSMICG00000012001
ENSG00000163870,TPRA1,ENSMICG00000046251
ENSG00000154114,TBCEL,ENSMICG00000011213
ENSG00000108582,CPD,ENSMICG00000007896
ENSG00000087077,TRIP6,ENSMICG00000009465
ENSG00000171680,PLEKHG5,ENSMICG00000006655
ENSG00000134574,DDB2,ENSMICG00000007047
ENSG00000170037,CNTROB,ENSMICG00000008866
ENSG00000172500,FIBP,ENSMICG00000043326
ENSG00000008277,ADAM22,ENSMICG00000011473
ENSG00000108406,DHX40,ENSMICG00000027647
ENSG00000186815,TPCN1,ENSMICG00000012265
ENSG00000168496,FEN1,ENSMICG00000045504
ENSG00000159314,ARHGAP27,ENSMICG00000010460
ENSG00000068976,PYGM,ENSMICG00000001197
ENSG00000166352,IFTAP,ENSMICG00000008620
ENSG00000170011,MYRIP,ENSMICG00000049537
ENSG00000163075,CFAP221,ENSMICG00000017212
ENSG00000123473,STIL,ENSMICG00000005402
ENSG00000149150,SLC43A1,ENSMICG00000004875
ENSG00000087152,ATXN7L3,ENSMICG00000001306
ENSG00000004838,ZMYND10,ENSMICG00000016366
ENSG00000108551,RASD1,ENSMICG00000043370
ENSG00000114388,NPRL2,ENSMICG00000016379
ENSG00000108312,UBTF,ENSMICG00000008107
ENSG00000198380,GFPT1,ENSMICG00000035387
ENSG00000166452,AKIP1,ENSMICG00000005291
ENSG00000173402,DAG1,ENSMICG00000010618
ENSG00000135451,TROAP,ENSMICG00000016409
ENSG00000085117,CD82,ENSMICG00000010264
ENSG00000122068,FYTTD1,ENSMICG00000049152
ENSG00000157214,STEAP2,ENSMICG00000006330
ENSG00000085998,POMGNT1,ENSMICG00000034071
ENSG00000163939,PBRM1,ENSMICG00000002878
ENSG00000174600,CMKLR1,ENSMICG00000032427
ENSG00000128641,MYO1B,ENSMICG00000003014
ENSG00000257727,CNPY2,ENSMICG00000046113
ENSG00000089157,RPLP0,ENSMICG00000012551
ENSG00000205060,SLC35B4,ENSMICG00000001914
ENSG00000065883,CDK13,ENSMICG00000044449
ENSG00000090263,MRPS33,ENSMICG00000029049
ENSG00000133805,AMPD3,ENSMICG00000009437
ENSG00000106261,ZKSCAN1,ENSMICG00000003957
ENSG00000173442,EHBP1L1,ENSMICG00000030542
ENSG00000196091,MYBPC1,ENSMICG00000012018
ENSG00000144749,LRIG1,ENSMICG00000012819
ENSG00000248746,ACTN3,ENSMICG00000003777
ENSG00000085491,SLC25A24,ENSMICG00000007350
ENSG00000121671,CRY2,ENSMICG00000014177
ENSG00000116747,RO60,ENSMICG00000011506
ENSG00000164885,CDK5,ENSMICG00000004746
ENSG00000108819,PPP1R9B,ENSMICG00000027692
ENSG00000150776,NKAPD1,ENSMICG00000026692
ENSG00000106351,AGFG2,ENSMICG00000042437
ENSG00000196169,KIF19,ENSMICG00000030912
ENSG00000011347,SYT7,ENSMICG00000013836
ENSG00000088280,ASAP3,ENSMICG00000033880
ENSG00000072274,TFRC,ENSMICG00000048390
ENSG00000002822,MAD1L1,ENSMICG00000009997
ENSG00000165915,SLC39A13,ENSMICG00000007125
ENSG00000159650,UROC1,ENSMICG00000042477
ENSG00000143324,XPR1,ENSMICG00000017557
ENSG00000163406,SLC15A2,ENSMICG00000049070
ENSG00000132383,RPA1,ENSMICG00000012867
ENSG00000175216,CKAP5,ENSMICG00000006951
ENSG00000067208,EVI5,ENSMICG00000011788
ENSG00000001631,KRIT1,ENSMICG00000032533
ENSG00000144061,NPHP1,ENSMICG00000009340
ENSG00000075785,RAB7A,ENSMICG00000038752
ENSG00000171595,DNAI2,ENSMICG00000008509
ENSG00000121903,ZSCAN20,ENSMICG00000008314
ENSG00000163517,HDAC11,ENSMICG00000014219
ENSG00000143437,ARNT,ENSMICG00000005872
ENSG00000138443,ABI2,ENSMICG00000048062
ENSG00000065320,NTN1,ENSMICG00000041492
ENSG00000183034,OTOP2,ENSMICG00000010603
ENSG00000168517,HEXIM2,ENSMICG00000041666
ENSG00000080822,CLDND1,ENSMICG00000049358
ENSG00000008283,CYB561,ENSMICG00000014405
ENSG00000106178,CCL24,ENSMICG00000026489
ENSG00000161526,SAP30BP,ENSMICG00000007548
ENSG00000168005,SPINDOC,ENSMICG00000016878
ENSG00000132436,FIGNL1,ENSMICG00000036059
ENSG00000161328,LRRC56,ENSMICG00000031965
ENSG00000075303,SLC25A40,ENSMICG00000028155
ENSG00000183763,TRAIP,ENSMICG00000010789
ENSG00000167987,VPS37C,ENSMICG00000034100
ENSG00000213445,SIPA1,ENSMICG00000031014
ENSG00000136273,HUS1,ENSMICG00000006513
ENSG00000108506,INTS2,ENSMICG00000016853
ENSG00000081307,UBA5,ENSMICG00000049382
ENSG00000115548,KDM3A,ENSMICG00000000781
ENSG00000135249,RINT1,ENSMICG00000010945
ENSG00000188313,PLSCR1,ENSMICG00000049018
ENSG00000136279,DBNL,ENSMICG00000013311
ENSG00000108773,KAT2A,ENSMICG00000011944
ENSG00000197601,FAR1,ENSMICG00000035920
ENSG00000131788,PIAS3,ENSMICG00000033732
ENSG00000135363,LMO2,ENSMICG00000027826
ENSG00000111790,FGFR1OP2,ENSMICG00000035135
ENSG00000026508,CD44,ENSMICG00000003713
ENSG00000205707,ETFRF1,ENSMICG00000031339
ENSG00000049239,H6PD,ENSMICG00000004376
ENSG00000108784,NAGLU,ENSMICG00000047584
ENSG00000139200,PIANP,ENSMICG00000026350
ENSG00000186074,CD300LF,ENSMICG00000010534
ENSG00000018699,TTC27,ENSMICG00000043484
ENSG00000177628,GBA1,ENSMICG00000011667
ENSG00000187778,MCRS1,ENSMICG00000005176
ENSG00000146872,TLK2,ENSMICG00000013657
ENSG00000138411,HECW2,ENSMICG00000013727
ENSG00000121858,TNFSF10,ENSMICG00000049347
ENSG00000011198,ABHD5,ENSMICG00000012063
ENSG00000133019,CHRM3,ENSMICG00000031202
ENSG00000213672,NCKIPSD,ENSMICG00000030986
ENSG00000169902,TPST1,ENSMICG00000036292
ENSG00000117691,NENF,ENSMICG00000028060
ENSG00000138375,SMARCAL1,ENSMICG00000008967
ENSG00000186364,NUDT17,ENSMICG00000031177
ENSG00000135838,NPL,ENSMICG00000003951
ENSG00000086300,SNX10,ENSMICG00000036618
ENSG00000153237,CCDC148,ENSMICG00000004839
ENSG00000163655,GMPS,ENSMICG00000049568
ENSG00000119004,CYP20A1,ENSMICG00000010806
ENSG00000136267,DGKB,ENSMICG00000006113
ENSG00000181873,IBA57,ENSMICG00000041871
ENSG00000135829,DHX9,ENSMICG00000008285
ENSG00000169064,ZBBX,ENSMICG00000049374
ENSG00000160917,CPSF4,ENSMICG00000017429
ENSG00000196950,SLC39A10,ENSMICG00000012402
ENSG00000114107,CEP70,ENSMICG00000048766
ENSG00000197273,GUCA2A,ENSMICG00000010437
ENSG00000106588,PSMA2,ENSMICG00000017286
ENSG00000070785,EIF2B3,ENSMICG00000008068
ENSG00000239704,CDRT4,ENSMICG00000036002
ENSG00000067191,CACNB1,ENSMICG00000028709
ENSG00000132128,LRRC41,ENSMICG00000003273
ENSG00000164603,SAMTOR,ENSMICG00000047672
ENSG00000131778,CHD1L,ENSMICG00000002497
ENSG00000151689,INPP1,ENSMICG00000010497
ENSG00000108821,COL1A1,ENSMICG00000007252
ENSG00000120756,PLS1,ENSMICG00000049092
ENSG00000136270,TBRG4,ENSMICG00000008857
ENSG00000138356,AOX1,ENSMICG00000005718
ENSG00000134333,LDHA,ENSMICG00000029727
ENSG00000276234,TADA2A,ENSMICG00000004263
ENSG00000198909,MAP3K3,ENSMICG00000003825
ENSG00000157778,PSMG3,ENSMICG00000033070
ENSG00000006576,PHTF2,ENSMICG00000010985
ENSG00000162692,VCAM1,ENSMICG00000006841
ENSG00000198382,UVRAG,ENSMICG00000015281
ENSG00000177463,NR2C2,ENSMICG00000032381
ENSG00000189350,TOGARAM2,ENSMICG00000001254
ENSG00000109046,WSB1,ENSMICG00000012873
ENSG00000057935,MTA3,ENSMICG00000006534
ENSG00000085063,CD59,ENSMICG00000037109
ENSG00000158714,SLAMF8,ENSMICG00000047756
ENSG00000117525,F3,ENSMICG00000008919
ENSG00000117139,KDM5B,ENSMICG00000006046
ENSG00000185670,ZBTB3,ENSMICG00000009961
ENSG00000176697,BDNF,ENSMICG00000031803
ENSG00000163933,RFT1,ENSMICG00000010892
ENSG00000152558,TMEM123,ENSMICG00000016656
ENSG00000167333,TRIM68,ENSMICG00000047619
ENSG00000171302,CANT1,ENSMICG00000029823
ENSG00000221968,FADS3,ENSMICG00000032887
ENSG00000114861,FOXP1,ENSMICG00000005350
ENSG00000068724,TTC7A,ENSMICG00000009149
ENSG00000070669,ASNS,ENSMICG00000016357
ENSG00000129219,PLD2,ENSMICG00000012450
ENSG00000052841,TTC17,ENSMICG00000014602
ENSG00000135211,TMEM60,ENSMICG00000001973
ENSG00000106344,RBM28,ENSMICG00000000107
ENSG00000131242,RAB11FIP4,ENSMICG00000002885
ENSG00000084234,APLP2,ENSMICG00000008471
ENSG00000115363,EVA1A,ENSMICG00000003626
ENSG00000123843,C4BPB,ENSMICG00000046708
ENSG00000048405,ZNF800,ENSMICG00000030435
ENSG00000141198,TOM1L1,ENSMICG00000005217
ENSG00000197448,GSTK1,ENSMICG00000015493
ENSG00000176407,KCMF1,ENSMICG00000046646
ENSG00000075426,FOSL2,ENSMICG00000028779
ENSG00000115459,ELMOD3,ENSMICG00000014497
ENSG00000126107,HECTD3,ENSMICG00000010322
ENSG00000146926,ASB10,ENSMICG00000036188
ENSG00000106025,TSPAN12,ENSMICG00000000958
ENSG00000010803,SCMH1,ENSMICG00000012377
ENSG00000146733,PSPH,ENSMICG00000032693
ENSG00000121057,AKAP1,ENSMICG00000013586
ENSG00000162461,SLC25A34,ENSMICG00000036236
ENSG00000064886,CHI3L2,ENSMICG00000011949
ENSG00000019144,PHLDB1,ENSMICG00000011443
ENSG00000141499,WRAP53,ENSMICG00000014862
ENSG00000076864,RAP1GAP,ENSMICG00000013741
ENSG00000105835,NAMPT,ENSMICG00000007240
ENSG00000085760,MTIF2,ENSMICG00000017441
ENSG00000196456,ZNF775,ENSMICG00000046490
ENSG00000132481,TRIM47,ENSMICG00000007653
ENSG00000175826,CTDNEP1,ENSMICG00000032783
ENSG00000070882,OSBPL3,ENSMICG00000000756
ENSG00000182481,KPNA2,ENSMICG00000011357
ENSG00000108395,TRIM37,ENSMICG00000009211
ENSG00000163171,CDC42EP3,ENSMICG00000042894
ENSG00000072163,LIMS2,ENSMICG00000017200
ENSG00000197548,ATG7,ENSMICG00000016547
ENSG00000136295,TTYH3,ENSMICG00000000732
ENSG00000163833,FBXO40,ENSMICG00000049444
ENSG00000163611,SPICE1,ENSMICG00000049025
ENSG00000106608,URGCP,ENSMICG00000030783
ENSG00000162302,RPS6KA4,ENSMICG00000029334
ENSG00000158528,PPP1R9A,ENSMICG00000026651
ENSG00000170291,ELP5,ENSMICG00000026605
ENSG00000168036,CTNNB1,ENSMICG00000049020
ENSG00000149403,GRIK4,ENSMICG00000011188
ENSG00000121068,TBX2,ENSMICG00000016649
ENSG00000155754,C2CD6,ENSMICG00000034413
ENSG00000131748,STARD3,ENSMICG00000010522
ENSG00000153093,ACOXL,ENSMICG00000008329
ENSG00000106554,CHCHD3,ENSMICG00000038427
ENSG00000158517,NCF1,ENSMICG00000014903
ENSG00000067066,SP100,ENSMICG00000004106
ENSG00000173511,VEGFB,ENSMICG00000016957
ENSG00000127954,STEAP4,ENSMICG00000011510
ENSG00000258659,TRIM34,ENSMICG00000037370
ENSG00000160999,SH2B2,ENSMICG00000010295
ENSG00000214517,PPME1,ENSMICG00000002244
ENSG00000164849,GPR146,ENSMICG00000002101
ENSG00000122779,TRIM24,ENSMICG00000001814
ENSG00000174791,RIN1,ENSMICG00000008665
ENSG00000175220,ARHGAP1,ENSMICG00000006918
ENSG00000108622,ICAM2,ENSMICG00000042703
ENSG00000122642,FKBP9,ENSMICG00000000720
ENSG00000115207,GTF3C2,ENSMICG00000017121
ENSG00000205339,IPO7,ENSMICG00000007465
ENSG00000106290,TAF6,ENSMICG00000003995
ENSG00000165916,PSMC3,ENSMICG00000007138
ENSG00000114805,PLCH1,ENSMICG00000049386
ENSG00000115461,IGFBP5,ENSMICG00000028205
ENSG00000171055,FEZ2,ENSMICG00000014974
ENSG00000005243,COPZ2,ENSMICG00000014097
ENSG00000177830,CHID1,ENSMICG00000000972
ENSG00000151779,NBAS,ENSMICG00000001009
ENSG00000188176,SMTNL2,ENSMICG00000012429
ENSG00000132522,GPS2,ENSMICG00000036660
ENSG00000130429,ARPC1B,ENSMICG00000017424
ENSG00000128487,SPECC1,ENSMICG00000010932
ENSG00000138363,ATIC,ENSMICG00000044310
ENSG00000167925,GHDC,ENSMICG00000011980
ENSG00000144619,CNTN4,ENSMICG00000016581
ENSG00000183077,AFMID,ENSMICG00000029017
ENSG00000196652,ZKSCAN5,ENSMICG00000005991
ENSG00000198836,OPA1,ENSMICG00000049289
ENSG00000006468,ETV1,ENSMICG00000006101
ENSG00000162231,NXF1,ENSMICG00000000980
ENSG00000092929,UNC13D,ENSMICG00000007618
ENSG00000138080,EMILIN1,ENSMICG00000017031
ENSG00000149043,SYT8,ENSMICG00000031880
ENSG00000143774,GUK1,ENSMICG00000003322
ENSG00000168530,MYL1,ENSMICG00000010008
ENSG00000149809,TM7SF2,ENSMICG00000016571
ENSG00000162804,SNED1,ENSMICG00000012979
ENSG00000160908,ZNF394,ENSMICG00000005987
ENSG00000011143,MKS1,ENSMICG00000015953
ENSG00000221838,AP4M1,ENSMICG00000003981
ENSG00000177374,HIC1,ENSMICG00000012908
ENSG00000108799,EZH1,ENSMICG00000010327
ENSG00000198075,SULT1C4,ENSMICG00000007224
ENSG00000144161,ZC3H8,ENSMICG00000045551
ENSG00000134780,DAGLA,ENSMICG00000013847
ENSG00000158435,CNOT11,ENSMICG00000002973
ENSG00000121988,ZRANB3,ENSMICG00000013893
ENSG00000117543,DPH5,ENSMICG00000005254
ENSG00000166927,MS4A7,ENSMICG00000038698
ENSG00000183644,HOATZ,ENSMICG00000032147
ENSG00000149311,ATM,ENSMICG00000013655
ENSG00000141504,SAT2,ENSMICG00000014822
ENSG00000135919,SERPINE2,ENSMICG00000014427
ENSG00000108671,PSMD11,ENSMICG00000011849
ENSG00000143028,SYPL2,ENSMICG00000031203
ENSG00000033050,ABCF2,ENSMICG00000004786
ENSG00000155366,RHOC,ENSMICG00000003200
ENSG00000125637,PSD4,ENSMICG00000003255
ENSG00000110063,DCPS,ENSMICG00000014834
ENSG00000162998,FRZB,ENSMICG00000046694
ENSG00000133818,RRAS2,ENSMICG00000026746
ENSG00000168542,COL3A1,ENSMICG00000014169
ENSG00000169193,CCDC126,ENSMICG00000044703
ENSG00000172732,MUS81,ENSMICG00000012783
ENSG00000106009,BRAT1,ENSMICG00000033020
ENSG00000132376,INPP5K,ENSMICG00000003861
ENSG00000168071,CCDC88B,ENSMICG00000016989
ENSG00000153002,CPB1,ENSMICG00000048946
ENSG00000117595,IRF6,ENSMICG00000001233
ENSG00000178035,IMPDH2,ENSMICG00000007866
ENSG00000166997,CNPY4,ENSMICG00000004002
ENSG00000099849,RASSF7,ENSMICG00000002442
ENSG00000196689,TRPV1,ENSMICG00000015702
ENSG00000077080,ACTL6B,ENSMICG00000009362
ENSG00000116667,C1orf21,ENSMICG00000042970
ENSG00000185507,IRF7,ENSMICG00000037676
ENSG00000143248,RGS5,ENSMICG00000007854
ENSG00000169871,TRIM56,ENSMICG00000037286
ENSG00000133561,GIMAP6,ENSMICG00000033278
ENSG00000086232,EIF2AK1,ENSMICG00000012815
ENSG00000085552,IGSF9,ENSMICG00000011340
ENSG00000064012,CASP8,ENSMICG00000004468
ENSG00000168056,LTBP3,ENSMICG00000008721
ENSG00000163050,COQ8A,ENSMICG00000013440
ENSG00000187531,SIRT7,ENSMICG00000017412
ENSG00000124356,STAMBP,ENSMICG00000014755
ENSG00000131771,PPP1R1B,ENSMICG00000010515
ENSG00000109971,HSPA8,ENSMICG00000032750
ENSG00000146828,SLC12A9,ENSMICG00000009453
ENSG00000144868,TMEM108,ENSMICG00000049334
ENSG00000144810,COL8A1,ENSMICG00000049100
ENSG00000071203,MS4A12,ENSMICG00000015089
ENSG00000142186,SCYL1,ENSMICG00000003114
ENSG00000186001,LRCH3,ENSMICG00000049503
ENSG00000167861,HID1,ENSMICG00000010626
ENSG00000185811,IKZF1,ENSMICG00000037465
ENSG00000138095,LRPPRC,ENSMICG00000010486
